Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1974-75,24,POR,NBA,SG,43,NA,453,4.8,10.6,0.448,2.6,3,0.867,0.8,2.1,2.9,8.2,1.6,0.1,4.5,12.1,NA,NA,102
1975-76,25,POR,NBA,PG,52,NA,614,6.4,13.1,0.486,3.7,4.4,0.836,1.1,3.4,4.5,6.2,1.5,0.1,4.2,16.5,NA,NA,101
Career,NA,,NBA,,95,NA,1067,5.7,12.1,0.472,3.3,3.8,0.846,1,2.9,3.8,7,1.5,0.1,4.3,14.7,NA,NA,101
