,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2005-06,23,MEM,NBA,30:15,8,14,0,0,8,14,9,10,3,7,9,3,3,3,3,5,16,12.8
2006-07,24,MEM,NBA,43:50,12,21,0,1,12,20,10,12,8,11,16,5,3,3,7,6,31,26.5
2007-08,25,MEM,NBA,45:02,11,18,2,3,11,18,9,11,7,11,14,5,3,3,4,6,29,28.8
2008-09,26,MEM,NBA,43:02,12,19,1,3,12,19,11,14,6,11,14,3,3,3,5,6,31,25.1
2009-10,27,TOT,NBA,36:03,9,16,1,2,9,16,10,15,6,7,10,3,2,2,4,4,23,19.0
2009-10,27,MIL,NBA,36:03,9,16,1,2,9,16,10,15,5,7,10,3,2,2,4,4,23,18.2
2009-10,27,CHI,NBA,34:09,7,13,0,1,7,13,8,10,6,5,9,3,2,2,3,4,22,19.0
2010-11,28,PHO,NBA,40:10,14,19,1,2,14,18,13,14,4,12,14,4,2,2,4,5,32,25.9
2011-12,29,PHO,NBA,31:33,7,13,1,2,7,13,7,10,4,5,7,4,3,1,3,3,18,14.4
2012-13,30,TOT,NBA,38:02,8,13,0,1,8,12,6,8,3,9,10,3,2,2,4,4,18,15.6
2012-13,30,NOH,NBA,7:14,1,2,0,0,1,2,2,2,0,0,0,0,1,0,0,0,4,4.0
2012-13,30,CHA,NBA,38:02,8,13,0,1,8,12,6,8,3,9,10,3,2,2,4,4,18,15.6
Career,,,,45:02,14,21,2,3,14,20,13,15,8,12,16,5,3,3,7,6,32,28.8
4 Seasons,,MEM,NBA,45:02,12,21,2,3,12,20,11,14,8,11,16,5,3,3,7,6,31,28.8
2 Seasons,,PHO,NBA,40:10,14,19,1,2,14,18,13,14,4,12,14,4,3,2,4,5,32,25.9
1 Season,,MIL,NBA,36:03,9,16,1,2,9,16,10,15,5,7,10,3,2,2,4,4,23,18.2
1 Season,,CHI,NBA,34:09,7,13,0,1,7,13,8,10,6,5,9,3,2,2,3,4,22,19.0
1 Season,,CHA,NBA,38:02,8,13,0,1,8,12,6,8,3,9,10,3,2,2,4,4,18,15.6
1 Season,,NOH,NBA,7:14,1,2,0,0,1,2,2,2,0,0,0,0,1,0,0,0,4,4.0
