Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2000-01,32,TOR,NBA,C,1,1,20:00,4,11,0.364,0,0,NA,0,0,NA,7,9,0,1,1,0,0,8
Career,NA,,NBA,,1,1,20,4,11,0.364,0,0,NA,0,0,NA,7,9,0,1,1,0,0,8
