Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,23,LAS,ABA,SF,17,724,14.4,0.476,0.142,0.198,NA,NA,9,8.1,NA,9.2,23.4,NA,0,0.7,0.7,0.044
1970-71,24,UTS,ABA,SF,18,424,11,0.456,0.134,0.196,NA,NA,NA,8.8,NA,8.5,NA,NA,-0.2,0.4,0.2,0.028
Career,NA,,ABA,,35,1148,13.2,0.469,0.139,0.198,NA,NA,9,8.3,NA,9,23.4,NA,-0.2,1.1,0.9,0.038
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"LAS,UTS",ABA,,35,1148,13.2,0.469,0.139,0.198,NA,NA,9,8.3,NA,9,23.4,NA,-0.2,1.1,0.9,0.038
