Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,LAS,ABA,SF,17,NA,724,8.2,19.3,0.425,0.7,2.7,0.255,7.5,16.6,0.453,2.9,3.8,0.753,NA,NA,7.9,2.1,NA,2.1,2.6,20
1970-71,24,UTS,ABA,SF,18,NA,424,7.1,17.7,0.402,0.3,2.4,0.143,6.8,15.4,0.442,3,3.5,0.854,2.4,6.5,8.8,2.5,NA,1.8,3.8,17.6
Career,NA,,ABA,,35,NA,1148,7.8,18.7,0.417,0.6,2.6,0.217,7.2,16.1,0.449,2.9,3.7,0.788,2.4,6.5,8.2,2.2,NA,2,3,19.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"LAS,UTS",ABA,,35,NA,1148,7.8,18.7,0.417,0.6,2.6,0.217,7.2,16.1,0.449,2.9,3.7,0.788,2.4,6.5,8.2,2.2,NA,2,3,19.1
