Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,LAS,ABA,SF,17,NA,42.6,9.7,22.8,0.425,0.8,3.2,0.255,8.9,19.6,0.453,0.443,3.4,4.5,0.753,NA,NA,9.3,2.5,NA,2.5,3.1,23.6
1970-71,24,UTS,ABA,SF,18,NA,23.6,4.7,11.6,0.402,0.2,1.6,0.143,4.4,10.1,0.442,0.411,1.9,2.3,0.854,1.6,4.2,5.8,1.6,NA,1.2,2.5,11.5
Career,NA,,ABA,,35,NA,32.8,7.1,17.1,0.417,0.5,2.4,0.217,6.6,14.7,0.449,0.432,2.7,3.4,0.788,1.6,4.2,7.5,2,NA,1.8,2.8,17.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"LAS,UTS",ABA,,35,NA,32.8,7.1,17.1,0.417,0.5,2.4,0.217,6.6,14.7,0.449,0.432,2.7,3.4,0.788,1.6,4.2,7.5,2,NA,1.8,2.8,17.4
