Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2013-14,21,NYK,NBA,SG,81,1,1875,294,687,0.428,130,358,0.363,164,329,0.498,0.523,106,128,0.828,19,102,121,66,44,7,47,144,824
2014-15,22,NYK,NBA,SG,70,30,1681,279,717,0.389,121,354,0.342,158,363,0.435,0.474,125,156,0.801,12,144,156,127,20,14,82,119,804
2015-16,23,ATL,NBA,SG,51,1,864,114,265,0.43,48,142,0.338,66,123,0.537,0.521,50,56,0.893,7,79,86,51,21,7,23,48,326
2016-17,24,ATL,NBA,SG,79,30,2154,415,912,0.455,149,417,0.357,266,495,0.537,0.537,164,214,0.766,35,189,224,182,55,15,106,103,1143
2017-18,25,NYK,NBA,SG,57,54,1885,360,856,0.421,130,410,0.317,230,446,0.516,0.496,146,179,0.816,32,192,224,155,62,10,92,123,996
2018-19,26,TOT,NBA,SG,65,63,2057,390,993,0.393,162,477,0.34,228,516,0.442,0.474,232,276,0.841,33,189,222,159,54,8,105,141,1174
2018-19,26,NYK,NBA,SG,46,46,1499,282,726,0.388,117,337,0.347,165,389,0.424,0.469,199,233,0.854,26,135,161,122,42,6,81,106,880
2018-19,26,DAL,NBA,SG,19,17,558,108,267,0.404,45,140,0.321,63,127,0.496,0.489,33,43,0.767,7,54,61,37,12,2,24,35,294
2019-20,27,DAL,NBA,SG,63,50,1815,346,792,0.437,185,455,0.407,161,337,0.478,0.554,121,151,0.801,23,175,198,124,39,5,61,105,998
Career,NA,,NBA,,466,229,12331,2198,5222,0.421,925,2613,0.354,1273,2609,0.488,0.509,944,1160,0.814,161,1070,1231,864,295,66,516,783,6265
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,NYK,NBA,,254,131,6940,1215,2986,0.407,498,1459,0.341,717,1527,0.47,0.49,576,696,0.828,89,573,662,470,168,37,302,492,3504
2 seasons,NA,ATL,NBA,,130,31,3018,529,1177,0.449,197,559,0.352,332,618,0.537,0.533,214,270,0.793,42,268,310,233,76,22,129,151,1469
2 seasons,NA,DAL,NBA,,82,67,2373,454,1059,0.429,230,595,0.387,224,464,0.483,0.537,154,194,0.794,30,229,259,161,51,7,85,140,1292
