,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2013-14,21,NYK,NBA,SG,81,1875,,63%,36%,1%,,-6.0,-9.6,16,15,66,5,60,6,155,19,25
2014-15,22,NYK,NBA,SG,70,1681,,69%,31%,,,-11.4,-2.0,33,30,50,11,70,5,277,18,42
2015-16,23,ATL,NBA,SG,51,864,1%,90%,9%,,,+6.5,+3.6,7,12,21,3,19,4,121,6,15
2016-17,24,ATL,NBA,SG,79,2154,5%,92%,4%,,,+2.9,+9.0,62,26,48,13,86,6,420,24,49
2017-18,25,NYK,NBA,SG,57,1885,,29%,71%,,,-2.7,+2.4,52,22,51,10,73,13,367,14,47
2018-19,26,TOT,NBA,SG,65,2057,3%,72%,25%,1%,,-9.1,-4.9,53,36,56,10,104,31,387,28,54
2018-19,26,NYK,NBA,SG,46,1499,,70%,29%,1%,,-9.9,-1.2,39,33,48,4,83,25,294,19,46
2018-19,26,DAL,NBA,SG,19,558,10%,77%,13%,,,-6.8,-5.9,14,3,8,6,21,6,93,9,8
2019-20,27,DAL,NBA,SG,63,1815,,45%,54%,1%,,+7.8,+4.4,29,19,43,6,55,20,303,14,41
Career,,,NBA,,466,12331,1%,64%,34%,,,-2.3,+0.3,252,160,335,58,467,85,2030,123,273
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,NYK,NBA,,254,6940,,57%,43%,1%,,-7.3,-2.7,140,100,215,30,286,49,1093,70,160
2 seasons,,ATL,NBA,,130,3018,4%,91%,5%,,,+3.9,+7.5,69,38,69,16,105,10,541,30,64
2 seasons,,DAL,NBA,,82,2373,2%,53%,44%,1%,,+4.4,+2.0,43,22,51,12,76,26,396,23,49
