,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,23,SAS,NBA,SG,4,7,.333,22.2,.333,.167,.000,.000,.167,.667,.500,1.000,,,.000,.250,1.000,.167,1,1.000,.250,.000,0,0
2011-12,24,SAS,NBA,SG,14,289,.418,17.7,.363,.187,.088,.044,.044,.637,.545,.529,.750,.500,.250,.345,.778,.022,1,1.000,.500,.414,1,0
2012-13,25,SAS,NBA,SG,21,669,.446,18.1,.387,.188,.075,.038,.086,.613,.389,.486,.429,.286,.188,.482,.714,.038,5,.945,.307,.514,1,0
2013-14,26,SAS,NBA,SG,23,529,.491,19.6,.365,.113,.069,.057,.126,.635,.517,.611,.364,.556,.500,.475,.500,.006,1,.917,.257,.500,1,0
2014-15,27,SAS,NBA,SG,7,204,.344,19.0,.344,.164,.066,.016,.098,.656,.429,.500,.000,.000,.667,.300,.889,.000,0,1.000,.375,.467,0,0
2015-16,28,SAS,NBA,SG,10,267,.462,20.3,.262,.123,.015,.077,.046,.738,.353,.500,1.000,.000,.333,.500,.667,.015,1,.917,.333,.500,0,0
2016-17,29,SAS,NBA,SG,16,436,.405,19.8,.315,.162,.045,.072,.036,.685,.543,.722,.600,.250,.250,.342,.684,.018,1,.962,.342,.308,3,0
2017-18,30,SAS,NBA,SG,5,103,.267,20.0,.333,.100,.100,.033,.100,.667,.300,.333,.667,.000,.000,.250,.667,.000,0,.800,.100,.500,0,0
2018-19,31,TOR,NBA,SG,24,684,.342,20.8,.232,.116,.032,.052,.032,.768,.389,.500,.200,.250,.400,.328,.786,.006,1,.974,.445,.340,0,0
Career,,,NBA,,124,3188,.414,19.4,.329,.148,.059,.050,.072,.671,.451,.547,.451,.302,.355,.397,.688,.017,11,.948,.350,.419,6,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,SAS,NBA,,100,2504,.430,19.1,.350,.155,.065,.049,.080,.650,.460,.555,.478,.314,.351,.414,.675,.020,10,.942,.325,.447,6,0
1 season,,TOR,NBA,,24,684,.342,20.8,.232,.116,.032,.052,.032,.768,.389,.500,.200,.250,.400,.328,.786,.006,1,.974,.445,.340,0,0
