,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,26,INA,ABA,,11,,5,,,,12,16,,,,,,,33
1968-69,27,INA,ABA,,7,,5,,,,7,7,,,,,,,21
Career,,,,,11,,5,,,,12,16,,,,,,,33
