Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1960-61,22,PHW,NBA,NA,7,52,3.8,0.254,0.286,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,-0.134
Career,NA,,NBA,NA,7,52,3.8,0.254,0.286,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,-0.134
