,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1960-61,22,PHW,NBA,,1,5,2,2,2,2,2,3
Career,,,,,1,5,2,2,2,2,2,3
