,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,26,TOT,ABA,,8,,0,,,,9,11,,,,,,,,,22
1967-68,26,PTP,ABA,,8,,0,,,,9,11,,,,,,,,,22
1967-68,26,OAK,ABA,,8,,0,,,,8,10,,,,,,,,,22
1968-69,27,OAK,ABA,,9,,0,,,,6,9,,,,,,,,,20
1969-70,28,WSA,ABA,,11,,0,,,,7,10,,,,,,,,,26
1970-71,29,TOT,ABA,,12,,1,,,,8,14,,,,,,,,,32
1970-71,29,CAR,ABA,,9,,0,,,,5,10,,,,,,,,,21
1970-71,29,FLO,ABA,,12,,1,,,,8,14,,,,,,,,,32
1971-72,30,TOT,ABA,,11,,0,,,,5,9,,,,,,,,,26
1971-72,30,FLO,ABA,,11,,0,,,,5,9,,,,,,,,,26
1971-72,30,UTS,ABA,,5,,0,,,,3,3,,,,,,,,,11
1972-73,31,TOT,ABA,,2,,0,,,,2,3,,,,,,,,,6
1972-73,31,UTS,ABA,,2,,0,,,,2,3,,,,,,,,,6
1972-73,31,CAR,ABA,,2,8,0,0,2,8,1,3,,,10,1,,,,,5
Career,,,,,12,,1,,,,9,14,,,,,,,,,32
3 Seasons,,"OAK,WSA",ABA,,11,,0,,,,8,10,,,,,,,,,26
2 Seasons,,FLO,ABA,,12,,1,,,,8,14,,,,,,,,,32
1 Season,,PTP,ABA,,8,,0,,,,9,11,,,,,,,,,22
2 Seasons,,UTS,ABA,,5,,0,,,,3,3,,,,,,,,,11
2 Seasons,,CAR,ABA,,9,,0,,,,5,10,,,,,,,,,21
