Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2004-05,28,WAS,NBA,C,9,0,156,1.6,2.3,0.7,0,0,NA,1.6,2.3,0.7,2.1,3.7,0.563,3.5,5.1,8.5,2.1,0.7,0.7,0.9,7.6,5.3
2005-06,29,WAS,NBA,C,6,0,70,0.5,1,0.5,0,0,NA,0.5,1,0.5,0,1,0,3.1,5.1,8.2,2.1,0.5,1,1,5.1,1
2006-07,30,WAS,NBA,PF,4,0,28,1.3,3.9,0.333,0,1.3,0,1.3,2.6,0.5,0,0,NA,6.4,5.1,11.6,0,3.9,0,0,2.6,2.6
2008-09,32,POR,NBA,PF,1,0,5,0,7.2,0,0,0,NA,0,7.2,0,7.2,14.4,0.5,21.6,14.4,36,0,0,0,7.2,7.2,7.2
Career,NA,,NBA,,20,0,259,1.3,2.2,0.563,0,0.1,0,1.3,2.1,0.6,1.4,2.8,0.5,4,5.3,9.3,1.8,1,0.7,1,6.4,3.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WAS,NBA,,19,0,254,1.3,2.1,0.6,0,0.1,0,1.3,2,0.643,1.3,2.6,0.5,3.7,5.1,8.8,1.8,1,0.7,0.9,6.4,3.8
1 season,NA,POR,NBA,,1,0,5,0,7.2,0,0,0,NA,0,7.2,0,7.2,14.4,0.5,21.6,14.4,36,0,0,0,7.2,7.2,7.2
