Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1999-00,23,CHI,NBA,PF,71,6,975,58,138,0.42,0,0,NA,58,138,0.42,0.42,43,88,0.489,117,133,250,44,26,26,59,170,159
2000-01,24,CHI,NBA,PF,45,16,879,40,90,0.444,0,0,NA,40,90,0.444,0.444,39,77,0.506,101,161,262,39,30,38,46,131,119
2001-02,25,PHI,NBA,PF,15,0,169,7,26,0.269,0,0,NA,7,26,0.269,0.269,2,8,0.25,23,28,51,5,5,8,11,23,16
2003-04,27,UTA,NBA,PF,41,23,733,38,117,0.325,0,0,NA,38,117,0.325,0.325,16,38,0.421,78,129,207,41,22,21,42,103,92
2004-05,28,WAS,NBA,C,79,7,1262,41,99,0.414,0,1,0,41,98,0.418,0.414,29,67,0.433,157,175,332,64,43,41,44,193,111
2005-06,29,WAS,NBA,C,76,4,1010,34,77,0.442,0,2,0,34,75,0.453,0.442,37,74,0.5,122,149,271,27,33,31,38,179,105
2006-07,30,WAS,NBA,PF,30,0,271,5,18,0.278,0,0,NA,5,18,0.278,0.278,7,19,0.368,35,27,62,6,6,8,12,43,17
2007-08,31,MIL,NBA,C,46,2,632,33,62,0.532,0,0,NA,33,62,0.532,0.532,25,63,0.397,90,96,186,24,31,19,19,93,91
2008-09,32,POR,NBA,PF,11,0,35,2,7,0.286,0,0,NA,2,7,0.286,0.286,2,2,1,6,5,11,0,3,1,2,7,6
Career,NA,,NBA,,414,58,5966,258,634,0.407,0,3,0,258,631,0.409,0.407,200,436,0.459,729,903,1632,250,199,193,273,942,716
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,WAS,NBA,,185,11,2543,80,194,0.412,0,3,0,80,191,0.419,0.412,73,160,0.456,314,351,665,97,82,80,94,415,233
2 seasons,NA,CHI,NBA,,116,22,1854,98,228,0.43,0,0,NA,98,228,0.43,0.43,82,165,0.497,218,294,512,83,56,64,105,301,278
1 season,NA,MIL,NBA,,46,2,632,33,62,0.532,0,0,NA,33,62,0.532,0.532,25,63,0.397,90,96,186,24,31,19,19,93,91
1 season,NA,UTA,NBA,,41,23,733,38,117,0.325,0,0,NA,38,117,0.325,0.325,16,38,0.421,78,129,207,41,22,21,42,103,92
1 season,NA,PHI,NBA,,15,0,169,7,26,0.269,0,0,NA,7,26,0.269,0.269,2,8,0.25,23,28,51,5,5,8,11,23,16
1 season,NA,POR,NBA,,11,0,35,2,7,0.286,0,0,NA,2,7,0.286,0.286,2,2,1,6,5,11,0,3,1,2,7,6
