Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,23,STL,NBA,PG,12,NA,437,63,166,0.38,44,58,0.759,NA,NA,72,42,NA,NA,51,170
1962-63,25,STL,NBA,PG,11,NA,400,57,154,0.37,37,49,0.755,NA,NA,69,69,NA,NA,51,151
1963-64,26,STL,NBA,PG,12,NA,413,64,143,0.448,44,58,0.759,NA,NA,60,64,NA,NA,42,172
1964-65,27,STL,NBA,PG,4,NA,147,20,57,0.351,24,29,0.828,NA,NA,12,15,NA,NA,14,64
1965-66,28,STL,NBA,PG,10,NA,391,57,143,0.399,57,83,0.687,NA,NA,54,70,NA,NA,43,171
1966-67,29,STL,NBA,PG,9,NA,378,58,145,0.4,77,90,0.856,NA,NA,68,65,NA,NA,34,193
1967-68,30,STL,NBA,PG,6,NA,237,40,91,0.44,30,40,0.75,NA,NA,38,47,NA,NA,23,110
Career,NA,,NBA,,64,NA,2403,359,899,0.399,313,407,0.769,NA,NA,373,372,NA,NA,258,1031
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,STL,NBA,,64,NA,2403,359,899,0.399,313,407,0.769,NA,NA,373,372,NA,NA,258,1031
