Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,23,STL,NBA,PG,12,NA,36.4,5.3,13.8,0.38,3.7,4.8,0.759,NA,NA,6,3.5,NA,NA,4.3,14.2
1962-63,25,STL,NBA,PG,11,NA,36.4,5.2,14,0.37,3.4,4.5,0.755,NA,NA,6.3,6.3,NA,NA,4.6,13.7
1963-64,26,STL,NBA,PG,12,NA,34.4,5.3,11.9,0.448,3.7,4.8,0.759,NA,NA,5,5.3,NA,NA,3.5,14.3
1964-65,27,STL,NBA,PG,4,NA,36.8,5,14.3,0.351,6,7.3,0.828,NA,NA,3,3.8,NA,NA,3.5,16
1965-66,28,STL,NBA,PG,10,NA,39.1,5.7,14.3,0.399,5.7,8.3,0.687,NA,NA,5.4,7,NA,NA,4.3,17.1
1966-67,29,STL,NBA,PG,9,NA,42,6.4,16.1,0.4,8.6,10,0.856,NA,NA,7.6,7.2,NA,NA,3.8,21.4
1967-68,30,STL,NBA,PG,6,NA,39.5,6.7,15.2,0.44,5,6.7,0.75,NA,NA,6.3,7.8,NA,NA,3.8,18.3
Career,NA,,NBA,,64,NA,37.5,5.6,14,0.399,4.9,6.4,0.769,NA,NA,5.8,5.8,NA,NA,4,16.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,STL,NBA,,64,NA,37.5,5.6,14,0.399,4.9,6.4,0.769,NA,NA,5.8,5.8,NA,NA,4,16.1
