Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,23,STL,NBA,PG,75,NA,25.3,4.4,10.4,0.425,2.9,4,0.713,NA,NA,4.5,2.8,NA,NA,2.9,11.7
1961-62,24,STL,NBA,PG,20,NA,43.5,7,18.2,0.385,4.2,5.5,0.764,NA,NA,6.6,5.8,NA,NA,3.2,18.2
1962-63,25,STL,NBA,PG,75,NA,34.3,4.4,11.1,0.399,3,4.3,0.696,NA,NA,5.4,5.1,NA,NA,3.4,11.8
1963-64,26,STL,NBA,PG,78,NA,32.4,4.3,10.4,0.413,3.5,4.7,0.74,NA,NA,4.3,4.6,NA,NA,3.7,12
1964-65,27,STL,NBA,PG,78,NA,36.6,5.6,13.4,0.414,5.3,7.2,0.746,NA,NA,4.7,5.5,NA,NA,3.6,16.5
1965-66,28,STL,NBA,PG,69,NA,39,6,13.8,0.431,6.1,7.7,0.793,NA,NA,4.7,6.2,NA,NA,3.6,18
1966-67,29,STL,NBA,PG,78,NA,38.1,5.7,13.3,0.432,5.9,7.5,0.787,NA,NA,5.3,5.7,NA,NA,3.6,17.4
1967-68,30,STL,NBA,PG,82,NA,38.6,6.7,15.2,0.438,6.7,8.7,0.768,NA,NA,5.3,8.3,NA,NA,3.1,20
1968-69,31,SEA,NBA,PG,82,NA,42.2,7.9,17.8,0.44,6.7,8.7,0.77,NA,NA,6.2,8.2,NA,NA,3.6,22.4
1969-70,32,SEA,NBA,PG,75,NA,37.4,6,14.2,0.42,5.8,7.4,0.788,NA,NA,5,9.1,NA,NA,2.8,17.8
1970-71,33,SEA,NBA,PG,71,NA,37.2,6.6,15.8,0.419,6.5,8.1,0.803,NA,NA,4.5,9.2,NA,NA,2.8,19.8
1971-72,34,SEA,NBA,PG,80,NA,37.4,6,12.8,0.466,6,7.8,0.774,NA,NA,4.2,9.6,NA,NA,2.6,18
1972-73,35,CLE,NBA,PG,75,NA,39.6,7.6,17,0.449,5.3,6.3,0.828,NA,NA,4.6,8.4,NA,NA,2.9,20.5
1973-74,36,CLE,NBA,PG,74,NA,33.6,6.2,13.4,0.465,3.9,4.9,0.801,1.1,2.7,3.7,7.1,1.3,0.2,2.2,16.4
1974-75,37,POR,NBA,PG,65,NA,17.9,2.1,4.7,0.439,2.3,3,0.768,0.6,1.3,1.8,3.6,1.2,0.1,1.5,6.5
Career,NA,,NBA,,1077,NA,35.3,5.7,13.3,0.432,5,6.5,0.774,0.8,2,4.7,6.7,1.3,0.2,3.1,16.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,STL,NBA,,555,NA,35.2,5.4,12.7,0.421,4.7,6.3,0.757,NA,NA,4.9,5.5,NA,NA,3.4,15.5
4 seasons,NA,SEA,NBA,,308,NA,38.6,6.6,15.2,0.436,6.3,8,0.783,NA,NA,5,9,NA,NA,3,19.5
2 seasons,NA,CLE,NBA,,149,NA,36.6,6.9,15.2,0.456,4.6,5.6,0.816,1.1,2.7,4.2,7.7,1.3,0.2,2.6,18.5
1 season,NA,POR,NBA,,65,NA,17.9,2.1,4.7,0.439,2.3,3,0.768,0.6,1.3,1.8,3.6,1.2,0.1,1.5,6.5
