Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,23,STL,NBA,PG,12,NA,437,5.2,13.7,0.38,3.6,4.8,0.759,NA,NA,5.9,3.5,NA,NA,4.2,14
1962-63,25,STL,NBA,PG,11,NA,400,5.1,13.9,0.37,3.3,4.4,0.755,NA,NA,6.2,6.2,NA,NA,4.6,13.6
1963-64,26,STL,NBA,PG,12,NA,413,5.6,12.5,0.448,3.8,5.1,0.759,NA,NA,5.2,5.6,NA,NA,3.7,15
1964-65,27,STL,NBA,PG,4,NA,147,4.9,14,0.351,5.9,7.1,0.828,NA,NA,2.9,3.7,NA,NA,3.4,15.7
1965-66,28,STL,NBA,PG,10,NA,391,5.2,13.2,0.399,5.2,7.6,0.687,NA,NA,5,6.4,NA,NA,4,15.7
1966-67,29,STL,NBA,PG,9,NA,378,5.5,13.8,0.4,7.3,8.6,0.856,NA,NA,6.5,6.2,NA,NA,3.2,18.4
1967-68,30,STL,NBA,PG,6,NA,237,6.1,13.8,0.44,4.6,6.1,0.75,NA,NA,5.8,7.1,NA,NA,3.5,16.7
Career,NA,,NBA,,64,NA,2403,5.4,13.5,0.399,4.7,6.1,0.769,NA,NA,5.6,5.6,NA,NA,3.9,15.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,STL,NBA,,64,NA,2403,5.4,13.5,0.399,4.7,6.1,0.769,NA,NA,5.6,5.6,NA,NA,3.9,15.4
