,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1960-61,23,STL,NBA,,11,,13,,,,,,,,,29
1961-62,24,STL,NBA,,13,,10,,,,,,,,,30
1962-63,25,STL,NBA,,13,,8,,,,,,,,,29
1963-64,26,STL,NBA,,10,,12,13,,,,,,,,26
1964-65,27,STL,NBA,,12,29,13,17,,,10,,,,,36
1965-66,28,STL,NBA,,11,,12,15,,,,,,,,29
1966-67,29,STL,NBA,,13,,16,19,,,,,,,,37
1967-68,30,STL,NBA,,13,,14,20,,,,,,,,39
1968-69,31,SEA,NBA,,15,,14,19,,,,,,,,36
1969-70,32,SEA,NBA,,12,,21,25,,,,,,,,38
1970-71,33,SEA,NBA,,14,,20,21,,,,,,,,41
1971-72,34,SEA,NBA,,11,,13,16,,,,,,,,33
1972-73,35,CLE,NBA,,14,27,13,15,,,13,18,,,6,36
1973-74,36,CLE,NBA,,11,24,16,19,,,9,20,,,6,34
1974-75,37,POR,NBA,,7,16,10,11,4,8,8,10,7,4,6,20
Career,,,,,15,,21,,,,,,,,,41
8 Seasons,,STL,NBA,,13,,16,,,,,,,,,39
4 Seasons,,SEA,NBA,,15,,21,25,,,,,,,,41
2 Seasons,,CLE,NBA,,14,27,16,19,,,13,20,,,6,36
1 Season,,POR,NBA,,7,16,10,11,4,8,8,10,7,4,6,20
