Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2005-06,20,CHI,NBA,SF,6,0,180,6.8,15.8,0.429,0.3,1.4,0.2,6.5,14.4,0.451,3.4,5.9,0.571,2.3,5.9,8.2,0.8,1.4,1.1,1.4,3.7,17.2,NA,96,107
2006-07,21,CHI,NBA,SF,10,10,410,11.5,22,0.524,0,0.1,0,11.5,21.9,0.527,6,7.5,0.807,3.9,7.5,11.4,3.1,1.3,0.9,3,2.9,29.1,NA,114,103
2009-10,24,CHI,NBA,SF,5,5,203,9.5,20.5,0.463,0.3,3.1,0.083,9.2,17.4,0.529,4.9,6.7,0.731,2,4.4,6.4,1.8,1.5,1,0.8,3.8,24.1,NA,111,115
2010-11,25,CHI,NBA,SF,16,16,687,7.9,18.5,0.426,1.8,5.5,0.324,6.1,13,0.469,4.2,5,0.839,2.2,6.4,8.5,3.5,1.9,0.8,2.1,3.2,21.7,NA,112,102
2011-12,26,CHI,NBA,SF,6,6,228,8.6,18.9,0.456,1.9,5.3,0.364,6.7,13.6,0.491,1,1.7,0.571,1.9,10,12,2.2,1.2,2.2,2.4,2.4,20.1,NA,97,96
2012-13,27,CHI,NBA,SF,5,5,224,7.8,20.6,0.381,0.2,4.4,0.056,7.6,16.2,0.47,1,2.5,0.4,1.2,8.1,9.3,4.7,1.2,0.7,2.9,2.9,16.9,NA,83,110
2015-16,30,MIA,NBA,PF,14,14,495,7,14.8,0.471,2.6,6.1,0.421,4.4,8.7,0.506,3.4,4.1,0.842,2,6.9,8.9,2.4,1.4,1,2.5,2.6,20,NA,115,102
Career,NA,,NBA,,62,56,2427,8.4,18.5,0.455,1.3,4.1,0.311,7.2,14.5,0.495,3.7,4.9,0.765,2.3,6.9,9.3,2.8,1.5,1,2.3,3,21.9,NA,108,104
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,CHI,NBA,,48,42,1932,8.8,19.5,0.452,0.9,3.5,0.262,7.9,16,0.494,3.8,5.1,0.749,2.4,7,9.4,2.9,1.5,1,2.2,3.1,22.4,NA,106,104
1 season,NA,MIA,NBA,,14,14,495,7,14.8,0.471,2.6,6.1,0.421,4.4,8.7,0.506,3.4,4.1,0.842,2,6.9,8.9,2.4,1.4,1,2.5,2.6,20,NA,115,102
