,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,21,CIN,NBA,,12,,11,13,,,,28
1959-60,22,CIN,NBA,,9,,10,16,,,6,24
1960-61,23,CIN,NBA,,18,,9,,,,,37
1961-62,24,CIN,NBA,,15,,11,,,,,35
1962-63,25,CIN,NBA,,14,,11,,,,,34
1963-64,26,CIN,NBA,,15,,10,14,,,,39
1964-65,27,CIN,NBA,,14,,12,15,,,,36
1965-66,28,CIN,NBA,,9,,6,9,,,,21
1966-67,29,BOS,NBA,,9,,5,8,,,,21
1967-68,30,BOS,NBA,,9,,8,11,,,,24
1968-69,31,MIL,NBA,,14,,9,15,,,,30
Career,,,,,18,,12,,,,,39
8 Seasons,,CIN,NBA,,18,,12,,,,,39
2 Seasons,,BOS,NBA,,9,,8,11,,,,24
1 Season,,MIL,NBA,,14,,9,15,,,,30
