Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,21,CIN,NBA,C,66,1590,16.3,0.446,0.447,NA,NA,NA,NA,NA,1.2,0.7,1.9,0.057
1959-60,22,CIN,NBA,C,73,1594,16.1,0.464,0.471,NA,NA,NA,NA,NA,1.6,0.5,2,0.061
1960-61,23,CIN,NBA,C,79,2233,16.2,0.49,0.326,NA,NA,NA,NA,NA,3.3,0.1,3.4,0.073
1961-62,24,CIN,NBA,C,75,2623,17.9,0.516,0.426,NA,NA,NA,NA,NA,5.4,1.4,6.7,0.123
1962-63,25,CIN,NBA,C,76,2511,18.2,0.507,0.441,NA,NA,NA,NA,NA,3.8,1.8,5.6,0.108
1963-64,26,CIN,NBA,C,80,2915,15.1,0.495,0.344,NA,NA,NA,NA,NA,3.5,2.8,6.3,0.104
1964-65,27,CIN,NBA,C,74,2243,14.2,0.504,0.481,NA,NA,NA,5.5,NA,3.1,1.4,4.5,0.097
1965-66,28,CIN,NBA,C,80,1882,9.2,0.454,0.415,NA,NA,NA,5.3,NA,0.2,1.3,1.5,0.038
1966-67,29,BOS,NBA,C,72,729,14.4,0.445,0.401,NA,NA,NA,7.7,NA,-0.2,1.5,1.2,0.082
1967-68,30,BOS,NBA,C,78,1088,11.7,0.439,0.383,NA,NA,NA,6.3,NA,-0.7,1.8,1.1,0.05
1968-69,31,MIL,NBA,C,78,2355,13.5,0.48,0.436,NA,NA,NA,8.6,NA,1.6,1.8,3.4,0.069
Career,NA,,NBA,,831,21763,15.1,0.484,0.413,NA,NA,NA,6.6,NA,22.7,15,37.8,0.083
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,CIN,NBA,,603,17591,15.5,0.49,0.412,NA,NA,NA,5.4,NA,22,10,32,0.087
2 seasons,NA,BOS,NBA,,150,1817,12.8,0.441,0.391,NA,NA,NA,6.9,NA,-0.9,3.3,2.4,0.063
1 season,NA,MIL,NBA,,78,2355,13.5,0.48,0.436,NA,NA,NA,8.6,NA,1.6,1.8,3.4,0.069
