Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,24,CIN,NBA,C,4,NA,128,3.9,8.4,0.467,7.9,10.1,0.778,12.7,2.3,4.8,15.8
1962-63,25,CIN,NBA,C,12,NA,394,6.9,15.4,0.45,4.5,6.8,0.662,14.8,1.5,5,18.4
1963-64,26,CIN,NBA,C,10,NA,363,5.3,13.8,0.381,2.8,4.5,0.622,12.3,2.1,4.6,13.3
1964-65,27,CIN,NBA,C,4,NA,123,6.1,14,0.438,2.6,3.2,0.818,7.3,2.3,5.9,14.9
1965-66,28,CIN,NBA,C,5,NA,139,4.1,9.8,0.421,1.8,3.1,0.583,8.8,0.5,6,10.1
1966-67,29,BOS,NBA,C,5,NA,38,11.4,29.4,0.387,1.9,3.8,0.5,12.3,2.8,8.5,24.6
1967-68,30,BOS,NBA,C,16,NA,162,5.1,13.1,0.39,2.9,6.4,0.448,10,1.3,8,13.1
Career,NA,,NBA,,56,NA,1347,5.7,13.7,0.418,3.6,5.6,0.645,12,1.7,5.5,15.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CIN,NBA,,35,NA,1147,5.6,13.3,0.425,3.8,5.6,0.68,12.2,1.7,5.1,15.1
2 seasons,NA,BOS,NBA,,21,NA,200,6.3,16.2,0.389,2.7,5.9,0.455,10.4,1.6,8.1,15.3
