Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,24,CIN,NBA,C,4,NA,128,14,30,0.467,28,36,0.778,45,8,17,56
1962-63,25,CIN,NBA,C,12,NA,394,76,169,0.45,49,74,0.662,162,16,55,201
1963-64,26,CIN,NBA,C,10,NA,363,53,139,0.381,28,45,0.622,124,21,46,134
1964-65,27,CIN,NBA,C,4,NA,123,21,48,0.438,9,11,0.818,25,8,20,51
1965-66,28,CIN,NBA,C,5,NA,139,16,38,0.421,7,12,0.583,34,2,23,39
1966-67,29,BOS,NBA,C,5,NA,38,12,31,0.387,2,4,0.5,13,3,9,26
1967-68,30,BOS,NBA,C,16,NA,162,23,59,0.39,13,29,0.448,45,6,36,59
Career,NA,,NBA,,56,NA,1347,215,514,0.418,136,211,0.645,448,64,206,566
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,CIN,NBA,,35,NA,1147,180,424,0.425,121,178,0.68,390,55,161,481
2 seasons,NA,BOS,NBA,,21,NA,200,35,90,0.389,15,33,0.455,58,9,45,85
