Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1976-77,24,TOT,NBA,SF,37,,7.1,1.1,2.4,.461,0.3,0.4,.846,0.7,1.1,1.8,0.6,0.2,0.0,,1.0,2.5
1976-77,24,HOU,NBA,SF,2,,3.5,0.0,1.0,.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,,0.5,0.0
1976-77,24,CHI,NBA,SF,35,,7.3,1.2,2.5,.471,0.3,0.4,.846,0.7,1.1,1.9,0.7,0.2,0.0,,1.0,2.7
1977-78,25,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1978-79,26,DEN,NBA,SF,20,,6.4,0.9,2.2,.419,0.2,0.3,.600,0.7,0.8,1.4,0.4,0.3,0.0,0.7,1.0,2.0
Career,NA,,NBA,,57,,6.8,1.0,2.3,.447,0.2,0.3,.778,0.7,1.0,1.6,0.6,0.2,0.0,0.7,1.0,2.3
,NA,,,,,,,,,,,,,,,,,,,,,
1 season,NA,CHI,NBA,,35,,7.3,1.2,2.5,.471,0.3,0.4,.846,0.7,1.1,1.9,0.7,0.2,0.0,,1.0,2.7
1 season,NA,DEN,NBA,,20,,6.4,0.9,2.2,.419,0.2,0.3,.600,0.7,0.8,1.4,0.4,0.3,0.0,0.7,1.0,2.0
1 season,NA,HOU,NBA,,2,,3.5,0.0,1.0,.000,0.0,0.0,,0.5,0.0,0.5,0.5,0.5,0.0,,0.5,0.0
