Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1976-77,24,CHI,NBA,SF,1,4,-3.9,0,0,28.1,65.5,45.4,0,0,0,NA,NA,NA,-0.1,0,0,-0.589,NA,-16.4,-8.2,-24.7,0
Career,NA,,NBA,,1,4,-3.9,0,0,28.1,65.5,45.4,0,0,0,NA,NA,NA,-0.1,0,0,-0.589,NA,-16.4,-8.2,-24.7,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,1,4,-3.9,0,0,28.1,65.5,45.4,0,0,0,NA,NA,NA,-0.1,0,0,-0.589,NA,-16.4,-8.2,-24.7,0
