,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2008-09,20,ARKANSAS,29,,154,363,31,100,91,151,,159,172,33,3,128,,430,.424,.310,.603,,14.8,5.5,5.9
2009-10,21,ARKANSAS,18,599,97,269,25,80,104,137,25,93,103,25,3,92,47,323,.361,.313,.759,33.3,17.9,5.2,5.7
Career,,,47,599,251,632,56,180,195,288,25,252,275,58,6,220,47,753,.397,.311,.677,33.3,16.0,5.4,5.9
