Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,MNM,ABA,SF,10,NA,374,5.4,13.7,0.394,0,0,NA,5.4,13.7,0.394,3.4,4.9,0.686,NA,NA,7.8,1.2,1.4,3.8,14.1
1968-69,25,KEN,ABA,SF,7,NA,157,4.4,13.1,0.333,0,0.5,0,4.4,12.6,0.345,1.6,3.7,0.438,NA,NA,9.6,2.1,1.8,5.5,10.3
1969-70,26,KEN,ABA,SF,12,NA,354,5.5,10.1,0.545,0,0,NA,5.5,10.1,0.545,2.8,3.9,0.737,NA,NA,9.8,1.2,2.5,3.2,13.8
1970-71,27,UTS,ABA,SF,3,NA,10,7.2,21.6,0.333,0,7.2,0,7.2,14.4,0.5,0,0,NA,7.2,3.6,10.8,3.6,0,3.6,14.4
Career,NA,,ABA,,32,NA,895,5.3,12.2,0.431,0,0.2,0,5.3,12.1,0.437,2.8,4.2,0.667,7.2,3.6,8.9,1.4,1.9,3.8,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,KEN,ABA,,19,NA,511,5.1,11,0.468,0,0.1,0,5.1,10.8,0.474,2.5,3.8,0.648,NA,NA,9.7,1.5,2.3,3.9,12.8
1 season,NA,MNM,ABA,,10,NA,374,5.4,13.7,0.394,0,0,NA,5.4,13.7,0.394,3.4,4.9,0.686,NA,NA,7.8,1.2,1.4,3.8,14.1
1 season,NA,UTS,ABA,,3,NA,10,7.2,21.6,0.333,0,7.2,0,7.2,14.4,0.5,0,0,NA,7.2,3.6,10.8,3.6,0,3.6,14.4
