Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,24,MNM,ABA,SF,77,NA,2175,284,750,0.379,2,6,0.333,282,744,0.379,0.38,185,280,0.661,NA,NA,586,81,94,171,755
1968-69,25,KEN,ABA,SF,62,NA,1421,173,437,0.396,1,10,0.1,172,427,0.403,0.397,114,172,0.663,169,221,390,64,70,143,461
1969-70,26,KEN,ABA,SF,81,NA,2405,307,724,0.424,1,4,0.25,306,720,0.425,0.425,163,249,0.655,301,418,719,109,123,202,778
1970-71,27,TOT,ABA,SF,35,NA,302,39,93,0.419,1,5,0.2,38,88,0.432,0.425,24,39,0.615,39,42,81,20,19,42,103
1970-71,27,KEN,ABA,SF,25,NA,259,33,73,0.452,0,2,0,33,71,0.465,0.452,22,35,0.629,29,39,68,16,18,34,88
1970-71,27,UTS,ABA,SF,10,NA,43,6,20,0.3,1,3,0.333,5,17,0.294,0.325,2,4,0.5,10,3,13,4,1,8,15
Career,NA,,ABA,,255,NA,6303,803,2004,0.401,5,25,0.2,798,1979,0.403,0.402,486,740,0.657,509,681,1776,274,306,558,2097
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,KEN,ABA,,168,NA,4085,513,1234,0.416,2,16,0.125,511,1218,0.42,0.417,299,456,0.656,499,678,1177,189,211,379,1327
1 season,NA,MNM,ABA,,77,NA,2175,284,750,0.379,2,6,0.333,282,744,0.379,0.38,185,280,0.661,NA,NA,586,81,94,171,755
1 season,NA,UTS,ABA,,10,NA,43,6,20,0.3,1,3,0.333,5,17,0.294,0.325,2,4,0.5,10,3,13,4,1,8,15
