,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1989-90,18,OKLAHOMA,3,27,8,14,,,1,3,,8,0,4,1,3,4,17,.571,,.333,9.0,5.7,2.7,0.0
1990-91,19,OKLAHOMA,35,918,253,448,0,2,134,167,,192,8,17,22,51,115,640,.565,.000,.802,26.2,18.3,5.5,0.2
1991-92,20,OKLAHOMA,30,814,175,336,,,83,104,,186,17,18,27,64,111,433,.521,,.798,27.1,14.4,6.2,0.6
1992-93,21,OKLAHOMA,32,942,217,442,3,9,91,123,,186,16,26,9,56,100,528,.491,.333,.740,29.4,16.5,5.8,0.5
1993-94,22,OKLAHOMA,28,974,264,513,3,13,132,170,,217,20,27,20,55,78,663,.515,.231,.776,34.8,23.7,7.8,0.7
Career,,,128,3675,917,1753,6,24,441,567,,789,61,92,79,229,408,2281,.523,.250,.778,28.7,17.8,6.2,0.5
