Season,Team,Lg,Salary
2016-17,Atlanta Hawks,NBA,"$2,318,280"
2017-18,Atlanta Hawks,NBA,"$2,422,560"
2018-19,Atlanta Hawks,NBA,"$2,526,840"
Career,(may be incomplete),,"$7,267,680"
