,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,22,ATL,NBA,SF,59,981,.400,12.4,.642,.361,.133,.095,.056,.358,.443,.534,.342,.259,.375,.324,.630,.032,7,.879,.431,.341,1,0
2017-18,23,ATL,NBA,SF,82,2464,.426,14.9,.531,.234,.139,.095,.063,.469,.461,.610,.390,.355,.230,.385,.381,.024,21,.898,.223,.480,0,0
2018-19,24,ATL,NBA,SF,55,1552,.441,16.9,.470,.173,.118,.109,.069,.530,.498,.689,.371,.400,.390,.390,.453,.019,10,.854,.346,.413,3,0
2019-20,25,BRK,NBA,SF,64,1857,.376,17.5,.417,.188,.112,.074,.042,.583,.429,.540,.313,.345,.387,.339,.576,.020,14,.877,.309,.331,4,0
Career,,,NBA,,260,6854,.412,15.8,.497,.221,.126,.093,.057,.503,.459,.593,.361,.354,.322,.366,.475,.022,52,.879,.297,.394,8,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ATL,NBA,,196,4997,.427,15.2,.529,.234,.132,.100,.064,.471,.468,.611,.377,.357,.305,.380,.447,.023,38,.880,.292,.427,4,0
1 season,,BRK,NBA,,64,1857,.376,17.5,.417,.188,.112,.074,.042,.583,.429,.540,.313,.345,.387,.339,.576,.020,14,.877,.309,.331,4,0
