Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Taurean Waller-Prince,,2,1.5,1.1
Quincy Acy,93.2,1.7,1.5,1.1
Thon Maker,93.0,2,1.5,1.3
J.R. Reid,90.8,2.1,1.8,1.1
Mark Madsen,89.9,1.9,1.1,1.1
Bob Brannum,89.7,2,1.6,0.8
Cliff Pondexter,89.7,2.2,1.5,1
Wally Walker,89.7,1.9,1.8,0.9
Mark Alarie,89.4,2.2,1.5,0.9
Al Thornton,88.9,2.2,1.3,1.1
Larry Staverman,88.6,1.6,1.4,1.1
