,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2003-04,18,PHO,NBA,28:36,6,15,0,2,6,15,5,6,3,6,7,2,1,1,2,5,17,10.6
2004-05,19,TOT,NBA,25:40,6,11,1,1,6,11,3,4,4,7,8,2,2,1,5,4,14,11.2
2004-05,19,PHO,NBA,18:19,4,8,1,1,4,8,3,4,4,3,7,1,1,1,5,4,10,7.7
2004-05,19,NOH,NBA,25:40,6,11,0,1,6,11,2,2,3,7,8,2,2,1,2,4,14,11.2
2005-06,20,TOT,NBA,9:28,1,5,0,0,1,5,0,2,2,2,2,2,0,0,1,1,2,2.4
2005-06,20,NOK,NBA,9:28,0,3,0,0,0,3,0,0,1,2,2,2,0,0,1,1,0,-0.1
2005-06,20,HOU,NBA,4:36,1,5,0,0,1,5,0,2,2,1,2,0,0,0,1,0,2,2.4
Career,,,,28:36,6,15,1,2,6,15,5,6,4,7,8,2,2,1,5,5,17,11.2
2 Seasons,,PHO,NBA,28:36,6,15,1,2,6,15,5,6,4,6,7,2,1,1,5,5,17,10.6
2 Seasons,,"NOH,NOK",NBA,25:40,6,11,0,1,6,11,2,2,3,7,8,2,2,1,2,4,14,11.2
1 Season,,HOU,NBA,4:36,1,5,0,0,1,5,0,2,2,1,2,0,0,0,1,0,2,2.4
