Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Maciej Lampe,,0.1,-0.1,-0.2,NA
Dennis Bell,66.8,0.1,0,0,NA
Mouhamed Sene,56.5,0.2,0.2,0,NA
Brian Evans,54.7,1.5,0.1,0.1,NA
Jacky Dorsey,38.2,0.2,0.2,-0.1,NA
Mark Randall,34.7,0.5,0.3,0.2,0
Alando Tucker,34.6,0.2,0.1,0,NA
Doug Edwards,32.4,0.2,0.1,0,NA
Cedric Simmons,32.2,0.3,0,-0.2,NA
J.J. Anderson,19.7,2.3,0.2,0.1,NA
Jackie Robinson,16.9,0.2,0.1,0,NA
