,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2006-07,22,POR,NBA,SG,57,2015,.456,12.3,.809,.268,.180,.110,.251,.191,.475,.556,.435,.452,.427,.377,.231,.009,7,.909,.315,.478,3,0
2007-08,23,POR,NBA,SG,74,2792,.454,13.1,.816,.250,.139,.124,.303,.184,.480,.620,.380,.400,.442,.340,.275,.017,19,.877,.274,.356,2,0
2008-09,24,POR,NBA,SG,78,2903,.480,11.5,.833,.333,.113,.140,.247,.167,.501,.601,.483,.424,.417,.377,.256,.024,29,.819,.318,.429,5,0
2009-10,25,POR,NBA,SG,65,2419,.473,13.6,.787,.247,.099,.155,.286,.213,.512,.637,.485,.441,.451,.330,.263,.013,13,.822,.231,.373,5,0
2010-11,26,POR,NBA,SG,47,1310,.400,14.1,.782,.187,.145,.164,.285,.218,.418,.592,.395,.360,.349,.333,.298,.004,2,.789,.281,.281,0,0
2012-13,28,MIN,NBA,SG,5,122,.314,15.0,.743,.171,.143,.086,.343,.257,.423,.833,.200,.333,.333,.000,.545,.000,0,,.333,.000,0,0
Career,,,NBA,,326,11561,.459,12.8,.809,.267,.131,.137,.274,.191,.485,.606,.434,.418,.424,.348,.264,.015,70,.845,.282,.387,15,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,POR,NBA,,321,11439,.460,12.8,.810,.268,.131,.137,.274,.190,.485,.605,.436,.418,.425,.352,.262,.015,70,.845,.282,.391,15,0
1 season,,MIN,NBA,,5,122,.314,15.0,.743,.171,.143,.086,.343,.257,.423,.833,.200,.333,.333,.000,.545,.000,0,,.333,.000,0,0
