,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2010-11,22,MIA,NBA,C,2,11,.333,4.7,1.000,.667,.333,.000,.000,.000,.333,.500,.000,,,,1.000,.000,0,,,,0,0
2011-12,23,MIA,NBA,C,35,301,.468,4.3,1.000,.479,.468,.053,.000,.000,.468,.644,.295,.400,,,.659,.170,15,,,,0,0
2012-13,24,TOT,NBA,C,11,32,.364,4.1,1.000,.455,.545,.000,.000,.000,.364,.400,.333,,,,.000,.000,0,,,,0,0
2012-13,24,MIA,NBA,C,4,12,.600,6.6,1.000,.200,.800,.000,.000,.000,.600,1.000,.500,,,,.000,.000,0,,,,0,0
2012-13,24,MEM,NBA,C,7,20,.167,2.0,1.000,.667,.333,.000,.000,.000,.167,.250,.000,,,,.000,.000,0,,,,0,0
2013-14,25,ATL,NBA,C,2,3,.000,1.0,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,,0,0
Career,,,NBA,,50,347,.450,4.3,1.000,.486,.468,.046,.000,.000,.450,.604,.294,.400,,,.612,.147,15,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,MIA,NBA,,41,324,.471,4.5,1.000,.471,.480,.049,.000,.000,.471,.646,.306,.400,,,.625,.157,15,,,,0,0
1 season,,MEM,NBA,,7,20,.167,2.0,1.000,.667,.333,.000,.000,.000,.167,.250,.000,,,,.000,.000,0,,,,0,0
1 season,,ATL,NBA,,2,3,.000,1.0,1.000,1.000,.000,.000,.000,.000,.000,.000,,,,,,.000,0,,,,0,0
