Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,27,ROC,BAA,,4,NA,NA,0.392,0.415,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
1949-50,28,ROC,NBA,,2,NA,NA,0.594,0.765,NA,NA,NA,NA,NA,0.3,0,0.3,NA
1950-51,29,ROC,NBA,,14,NA,NA,0.581,0.554,NA,NA,NA,NA,NA,2,0.6,2.7,NA
1951-52,30,ROC,NBA,SG,6,249,21.6,0.573,0.636,NA,NA,NA,17.9,NA,1,0.4,1.3,0.258
1952-53,31,ROC,NBA,SG,3,116,23,0.522,0.73,NA,NA,NA,24.5,NA,0.4,0.2,0.6,0.266
1953-54,32,ROC,NBA,SG,6,245,19.2,0.514,0.595,NA,NA,NA,24.1,NA,0.6,0.1,0.7,0.134
1954-55,33,ROC,NBA,SG,3,100,24.6,0.593,0.686,NA,NA,NA,15.2,NA,0.5,0.2,0.7,0.33
Career,NA,,TOT,,38,710,21.4,0.545,0.6,NA,NA,NA,20.7,NA,4.9,1.6,6.6,0.226
,NA,,NBA,,34,710,21.4,0.561,0.62,NA,NA,NA,20.7,NA,4.9,1.5,6.3,0.226
,NA,,BAA,,4,NA,NA,0.392,0.415,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
