Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1951-52,30,ROC,NBA,SG,1,1,22:00,1,8,0.125,2,2,1,5,5,2,4
1952-53,31,ROC,NBA,SG,1,1,22:00,4,7,0.571,1,1,1,2,2,1,9
1953-54,32,ROC,NBA,SG,1,1,36:00,5,13,0.385,2,3,0.667,2,6,6,12
1954-55,33,ROC,NBA,SG,1,1,26:00,3,7,0.429,2,2,1,3,2,4,8
1955-56,34,ROC,NBA,PG,1,1,25:00,4,8,0.5,5,6,0.833,5,2,4,13
Career,NA,,NBA,,5,5,131,17,43,0.395,12,14,0.857,17,17,17,46
