,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,27,ROC,BAA,,8,,8,10,,,,22
1949-50,28,ROC,NBA,,9,,11,14,,,,21
1950-51,29,ROC,NBA,,12,,12,14,,,,29
1951-52,30,ROC,NBA,,10,,16,17,,,6,26
1952-53,31,ROC,NBA,,11,,13,15,,,,30
1953-54,32,ROC,NBA,,10,,11,15,,,,25
1954-55,33,ROC,NBA,,11,,11,12,,,6,25
1955-56,34,ROC,NBA,,9,,14,16,,,5,28
1956-57,35,ROC,NBA,,4,,5,6,,,5,13
Career,,,TOT,,12,,16,17,,,,30
,,,NBA,,12,,16,17,,,,30
,,,BAA,,8,,8,10,,,,22
,,,,,,,,,,,,
