Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1988-89,24,TOT,NBA,PF,17,0,106,7.1,17.7,0.4,0,0,NA,7.1,17.7,0.4,0.9,1.8,0.5,5.3,6.6,11.9,3.5,0.4,1.3,4.4,7.5,15,NA,83,112
1988-89,24,LAC,NBA,PF,10,0,68,7.4,16.9,0.44,0,0,NA,7.4,16.9,0.44,0.7,1.4,0.5,3.4,7.4,10.8,4.1,0.7,1.4,4.1,6.1,15.5,NA,87,111
1988-89,24,MIA,NBA,PF,7,0,38,6.4,19.1,0.333,0,0,NA,6.4,19.1,0.333,1.3,2.6,0.5,8.9,5.1,14,2.6,0,1.3,5.1,10.2,14,NA,78,113
1990-91,26,BOS,NBA,PF,19,0,64,9.9,24.4,0.406,0,0,NA,9.9,24.4,0.406,6.9,7.6,0.9,5.3,5.3,10.7,1.5,0.8,1.5,4.6,9.1,26.7,NA,98,109
1991-92,27,MIL,NBA,PF,5,0,26,5.8,13.5,0.429,0,1.9,0,5.8,11.6,0.5,1.9,3.9,0.5,3.9,5.8,9.7,5.8,3.9,1.9,7.7,9.7,13.5,NA,76,106
Career,NA,,NBA,,41,0,196,7.8,19.3,0.405,0,0.2,0,7.8,19.1,0.41,2.9,3.9,0.75,5.1,6.1,11.2,3.2,1,1.5,4.9,8.3,18.6,NA,88,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,19,0,64,9.9,24.4,0.406,0,0,NA,9.9,24.4,0.406,6.9,7.6,0.9,5.3,5.3,10.7,1.5,0.8,1.5,4.6,9.1,26.7,NA,98,109
1 season,NA,LAC,NBA,,10,0,68,7.4,16.9,0.44,0,0,NA,7.4,16.9,0.44,0.7,1.4,0.5,3.4,7.4,10.8,4.1,0.7,1.4,4.1,6.1,15.5,NA,87,111
1 season,NA,MIA,NBA,,7,0,38,6.4,19.1,0.333,0,0,NA,6.4,19.1,0.333,1.3,2.6,0.5,8.9,5.1,14,2.6,0,1.3,5.1,10.2,14,NA,78,113
1 season,NA,MIL,NBA,,5,0,26,5.8,13.5,0.429,0,1.9,0,5.8,11.6,0.5,1.9,3.9,0.5,3.9,5.8,9.7,5.8,3.9,1.9,7.7,9.7,13.5,NA,76,106
