,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,27,MIL,NBA,SF,29,540,.488,6.8,.963,.575,.113,.213,.063,.038,.481,.587,.333,.353,.200,.667,.784,.300,20,.000,.000,,3,2
2001-02,28,MIL,NBA,SF,70,1208,.569,4.3,.967,.687,.123,.090,.066,.033,.583,.669,.385,.316,.429,.143,.723,.289,54,.000,.286,.500,1,0
2002-03,29,ATL,NBA,SG,75,926,.447,6.2,.981,.579,.107,.119,.176,.019,.455,.565,.176,.263,.393,.000,.634,.208,30,,.000,,1,0
2003-04,30,DET,NBA,SF,54,484,.493,5.8,.973,.640,.067,.080,.187,.027,.493,.563,.000,.500,.429,.500,.639,.320,19,.000,.000,,0,0
2004-05,31,DET,NBA,SF,47,275,.459,4.5,1.000,.730,.000,.081,.189,.000,.459,.519,,.333,.286,,.647,.243,8,,,,0,0
Career,,,NBA,,275,3433,.505,5.4,.973,.637,.101,.114,.121,.027,.512,.606,.281,.328,.382,.267,.693,.269,131,.000,.133,.500,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,101,759,.482,5.4,.982,.670,.045,.080,.188,.018,.482,.547,.000,.444,.381,.500,.642,.295,27,.000,.000,,0,0
2 seasons,,MIL,NBA,,99,1748,.546,5.0,.966,.656,.120,.124,.065,.034,.555,.649,.371,.333,.368,.300,.737,.292,74,.000,.200,.500,4,2
1 season,,ATL,NBA,,75,926,.447,6.2,.981,.579,.107,.119,.176,.019,.455,.565,.176,.263,.393,.000,.634,.208,30,,.000,,1,0
