,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,MIL,NBA,SF,29,540,,2%,89%,9%,,-2.1,-7.3,12,5,41,8,16,0,57,5,12
2001-02,28,MIL,NBA,SF,70,1208,,21%,70%,9%,,+1.6,+2.6,28,24,69,21,53,0,171,16,14
2002-03,29,ATL,NBA,SG,75,926,,33%,63%,4%,,-1.3,+3.2,27,14,62,14,39,0,86,11,22
2003-04,30,DET,NBA,SF,54,484,,8%,83%,10%,,+2.6,-4.4,13,9,26,6,16,0,36,3,3
2004-05,31,DET,NBA,SF,47,275,,4%,72%,24%,,-12.2,-18.0,2,3,13,1,13,0,10,1,4
Career,,,NBA,,275,3433,,18%,73%,9%,,-0.7,-1.4,82,55,211,50,137,0,360,36,55
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,DET,NBA,,101,759,,6%,79%,15%,,-2.7,-9.3,15,12,39,7,29,0,46,4,7
2 seasons,,MIL,NBA,,99,1748,,15%,76%,9%,,+0.4,-0.5,40,29,110,29,69,0,228,21,26
1 season,,ATL,NBA,,75,926,,33%,63%,4%,,-1.3,+3.2,27,14,62,14,39,0,86,11,22
