Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,21,BUF,NBA,PF,80,NA,2562,8.2,18.2,0.452,NA,NA,NA,8.2,18.2,0.452,3.8,4.9,0.774,NA,NA,10.2,2,NA,NA,NA,3.6,20.2
1973-74,22,BUF,NBA,C,74,NA,3185,10.2,18.6,0.547,NA,NA,NA,10.2,18.6,0.547,5.2,6.5,0.793,3.2,9.4,12.6,1.9,1,2.8,NA,2.8,25.6
1974-75,23,BUF,NBA,C,82,NA,3539,11.1,21.7,0.512,NA,NA,NA,11.1,21.7,0.512,6.5,8.1,0.805,3.1,8.6,11.7,1.8,0.9,1.8,NA,2.8,28.8
1975-76,24,BUF,NBA,C,78,NA,3328,10.1,20.7,0.487,NA,NA,NA,10.1,20.7,0.487,6,7.9,0.762,2.6,7.8,10.4,3.4,1,1.7,NA,3.2,26.3
1976-77,25,TOT,NBA,C,72,NA,2798,9.5,18.6,0.512,NA,NA,NA,9.5,18.6,0.512,4.9,6.6,0.738,2.6,9.4,11.9,2.6,1,1.3,NA,3.4,23.9
1976-77,25,BUF,NBA,C,20,NA,767,8.5,18.8,0.455,NA,NA,NA,8.5,18.8,0.455,5.2,7.4,0.696,3.1,9.3,12.4,3.1,0.8,1.6,NA,3.5,22.2
1976-77,25,NYK,NBA,C,52,NA,2031,9.9,18.5,0.534,NA,NA,NA,9.9,18.5,0.534,4.8,6.3,0.757,2.4,9.4,11.7,2.5,1.1,1.2,NA,3.3,24.6
1977-78,26,NYK,NBA,C,79,NA,3182,9.2,17.7,0.52,NA,NA,NA,9.2,17.7,0.52,5.3,7.3,0.727,2.7,8.8,11.4,3.4,1.2,1.4,3.9,3.4,23.7
1978-79,27,TOT,NBA,PF-C,60,NA,2231,9.6,18.2,0.529,NA,NA,NA,9.6,18.2,0.529,4.8,7.3,0.656,2.1,6.3,8.4,2.7,1.2,1.1,3.5,3,24
1978-79,27,NYK,NBA,PF,40,NA,1594,9.7,17.9,0.541,NA,NA,NA,9.7,17.9,0.541,4.9,7.6,0.651,2.1,6.4,8.6,2.9,1.4,1.1,3.5,3,24.3
1978-79,27,BOS,NBA,C,20,NA,637,9.4,18.9,0.5,NA,NA,NA,9.4,18.9,0.5,4.4,6.5,0.67,2,5.9,8,2.3,0.7,1.1,3.6,3.1,23.2
1979-80,28,DET,NBA,PF,58,NA,2097,8.4,17.6,0.48,0.1,0.4,0.125,8.4,17.2,0.489,4,5.5,0.73,1.7,6.3,8,3.4,1.3,1.1,4.1,3.1,21
1980-81,29,TOT,NBA,PF,16,NA,321,7.6,17.6,0.433,0,0.1,0,7.6,17.5,0.436,3.3,4.6,0.707,1.9,5.6,7.5,3.4,1.9,1.5,3.6,4.3,18.5
1980-81,29,DET,NBA,PF,6,NA,168,6.4,17.6,0.366,0,0,NA,6.4,17.6,0.366,2.6,4.3,0.6,1.9,6.9,8.8,4.3,1.7,1.5,3.9,3.4,15.4
1980-81,29,NJN,NBA,PF,10,NA,153,8.9,17.6,0.507,0,0.2,0,8.9,17.4,0.514,4,4.9,0.81,1.9,4.2,6.1,2.4,2.1,1.4,3.3,5.2,21.9
1981-82,30,LAL,NBA,C,41,0,746,7.3,15.9,0.458,0,0.2,0,7.3,15.7,0.465,4.3,6.1,0.714,2.2,5.5,7.7,1.5,1.1,1.7,2.5,5.3,18.9
1982-83,31,LAL,NBA,C,47,1,1019,10.3,19.9,0.52,0,0,0,10.3,19.8,0.52,4.2,5.8,0.73,2.7,6,8.7,1.4,1.4,1.4,2.4,5.4,24.8
