Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,22,BUF,NBA,C,6,NA,45.2,12.7,26.5,0.478,NA,NA,NA,12.7,26.5,0.478,0.478,6.3,7.8,0.809,2.3,11.3,13.7,1.5,1,2.2,NA,4.2,31.7
1974-75,23,BUF,NBA,C,7,NA,46.7,14.9,30.9,0.481,NA,NA,NA,14.9,30.9,0.481,0.481,7.7,10.4,0.74,3.6,9.9,13.4,1.4,0.9,2.7,NA,4.1,37.4
1975-76,24,BUF,NBA,C,9,NA,45.1,10.8,23.9,0.451,NA,NA,NA,10.8,23.9,0.451,0.451,6.4,9.1,0.707,3.4,10.8,14.2,3.2,0.8,2,NA,4.1,28
1977-78,26,NYK,NBA,C,6,NA,39.7,10.2,21,0.484,NA,NA,NA,10.2,21,0.484,0.484,3.5,5.8,0.6,1.8,7.8,9.7,3.8,1.2,2,3.8,3.2,23.8
1981-82,30,LAL,NBA,C,14,NA,27.7,7.2,12.8,0.564,0,0,NA,7.2,12.8,0.564,0.564,2.3,3.4,0.681,1.5,5.3,6.8,1.6,0.7,1.5,2.5,3.1,16.7
1982-83,31,LAL,NBA,C,8,NA,20.8,4.6,10.5,0.44,0.3,0.8,0.333,4.4,9.8,0.449,0.452,1.4,1.8,0.786,1.9,3.9,5.8,0.6,1.4,1.3,1.8,2.9,10.9
1983-84,32,LAL,NBA,C,20,NA,22.4,5.6,10.8,0.516,0,0.1,0,5.6,10.7,0.519,0.516,2.9,4.1,0.704,1.5,3.9,5.4,0.6,0.6,1.4,2,3.2,14
1984-85,33,LAL,NBA,C,19,0,20.9,4.8,10.2,0.472,0,0.1,0,4.8,10.1,0.474,0.472,1.8,2.5,0.745,1.3,3.2,4.5,0.8,0.5,1.4,1.7,3.5,11.4
1985-86,34,PHI,NBA,C,5,0,14.6,4,7.2,0.556,0,0,NA,4,7.2,0.556,0.556,2.8,3.2,0.875,1.6,1.2,2.8,0.4,0.8,1,0.4,2.6,10.8
Career,NA,,NBA,,94,0,28.9,7.4,15.1,0.491,0,0.1,0.25,7.4,15.1,0.492,0.491,3.4,4.7,0.724,1.9,5.6,7.6,1.4,0.8,1.6,2,3.4,18.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,LAL,NBA,,61,0,22.9,5.6,11,0.507,0,0.1,0.25,5.5,10.9,0.51,0.508,2.2,3.1,0.714,1.5,4,5.5,0.9,0.7,1.4,2,3.2,13.4
3 seasons,NA,BUF,NBA,,22,NA,45.6,12.6,26.8,0.469,NA,NA,NA,12.6,26.8,0.469,0.469,6.8,9.2,0.743,3.2,10.6,13.8,2.2,0.9,2.3,NA,4.1,32
1 season,NA,NYK,NBA,,6,NA,39.7,10.2,21,0.484,NA,NA,NA,10.2,21,0.484,0.484,3.5,5.8,0.6,1.8,7.8,9.7,3.8,1.2,2,3.8,3.2,23.8
1 season,NA,PHI,NBA,,5,0,14.6,4,7.2,0.556,0,0,NA,4,7.2,0.556,0.556,2.8,3.2,0.875,1.6,1.2,2.8,0.4,0.8,1,0.4,2.6,10.8
