Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1961-62,22,BOS,NBA,PG,67,NA,713,110,310,0.355,50,86,0.581,107,64,109,270
1962-63,23,SFW,NBA,SG,75,NA,1801,256,643,0.398,97,152,0.638,225,137,185,609
1963-64,24,SFW,NBA,SG,66,NA,2010,256,691,0.37,146,218,0.67,248,203,245,658
1964-65,25,SFW,NBA,SG,73,NA,1541,198,553,0.358,120,199,0.603,189,148,184,516
1965-66,26,SFW,NBA,SG,67,NA,867,106,303,0.35,54,87,0.621,134,113,97,266
Career,NA,,NBA,,348,NA,6932,926,2500,0.37,467,742,0.629,903,665,820,2319
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SFW,NBA,,281,NA,6219,816,2190,0.373,417,656,0.636,796,601,711,2049
1 season,NA,BOS,NBA,,67,NA,713,110,310,0.355,50,86,0.581,107,64,109,270
