Season,Team,Lg,Salary
1984-85,Los Angeles Clippers,NBA,"$400,000"
1985-86,Los Angeles Clippers,NBA,"$375,000"
1987-88,Sacramento Kings,NBA,"$900,000"
1988-89,Sacramento Kings,NBA,"$925,000"
1990-91,Boston Celtics,NBA,"$315,000"
Career,(may be incomplete),,"$2,915,000"
