,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,25,NYK,BAA,,7,,5,,,,,15
1948-49,26,NYK,BAA,,3,,1,3,,,,7
Career,,,,,7,,5,,,,,15
