Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Keith Jennings,,4.2,2.9,0.6
Armond Hill,93.5,4.2,2.6,0.8
T.J. Ford,92.8,4.3,2.5,0.7
Travis Best,92.6,4.1,3.3,0.7
Earl Tatum,92.0,4.4,2.6,0.7
Terrell Brandon,91.9,3.9,2.9,0.9
Eric Money,91.6,4.2,3.3,0.3
Speedy Claxton,90.7,4.2,2.8,1.2
Eddie Robinson,90.6,4,3,0.2
K.C. Jones,89.8,3.7,3,0.8
Richard Hamilton,89.6,4,2.4,0.7
