Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,SDR,NBA,SF,25,NA,5.7,1.2,3.2,0.363,NA,NA,NA,1.2,3.2,0.363,0.363,0.8,1.2,0.655,NA,NA,2,0.2,NA,NA,NA,1.5,3.1
1969-70,24,SDR,NBA,SF,70,NA,14.6,2.6,6.2,0.426,NA,NA,NA,2.6,6.2,0.426,0.426,1,1.5,0.692,NA,NA,4.4,0.7,NA,NA,NA,2.9,6.3
1970-71,25,SDR,NBA,SF,82,NA,25.4,3.9,9.3,0.42,NA,NA,NA,3.9,9.3,0.42,0.42,1.7,2.3,0.755,NA,NA,6.2,1.7,NA,NA,NA,4.1,9.6
1971-72,26,LAL,NBA,SF,58,NA,13.1,2.4,5.4,0.443,NA,NA,NA,2.4,5.4,0.443,0.443,0.9,1.3,0.699,NA,NA,3.1,0.7,NA,NA,NA,2.2,5.7
1972-73,27,TOT,TOT,SF,68,NA,18.1,3.3,8.1,0.411,0,0,0,3.3,8,0.412,0.411,1.6,2.3,0.708,0.4,NA,4,1,NA,NA,0.4,3.3,8.2
1972-73,27,TOT,NBA,SF,44,NA,20.2,3.9,9.5,0.407,NA,NA,NA,3.9,9.5,0.407,0.407,2,2.8,0.738,NA,NA,4.5,1.1,NA,NA,NA,3.4,9.8
1972-73,27,LAL,NBA,SF,5,NA,7,0.6,2.4,0.25,NA,NA,NA,0.6,2.4,0.25,0.25,1.4,2,0.7,NA,NA,2.8,0.4,NA,NA,NA,2,2.6
1972-73,27,PHI,NBA,SF,39,NA,21.9,4.3,10.5,0.412,NA,NA,NA,4.3,10.5,0.412,0.412,2.1,2.9,0.741,NA,NA,4.8,1.2,NA,NA,NA,3.6,10.7
1972-73,27,DNR,ABA,SF,24,NA,14.3,2.3,5.3,0.422,0,0.1,0,2.3,5.3,0.429,0.422,0.8,1.3,0.594,1.1,1.9,3,0.8,NA,NA,1,3.2,5.3
Career,NA,,TOT,,303,NA,17.3,3,7.1,0.42,0,0.1,0,3,7.1,0.421,0.42,1.3,1.8,0.717,1.1,1.9,4.4,1,NA,NA,1,3.1,7.2
,NA,,NBA,,279,NA,17.5,3,7.2,0.42,NA,NA,NA,3,7.2,0.42,0.42,1.3,1.8,0.725,NA,NA,4.5,1,NA,NA,NA,3.1,7.4
,NA,,ABA,,24,NA,14.3,2.3,5.3,0.422,0,0.1,0,2.3,5.3,0.429,0.422,0.8,1.3,0.594,1.1,1.9,3,0.8,NA,NA,1,3.2,5.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SDR,NBA,,177,NA,18.3,3,7.2,0.419,NA,NA,NA,3,7.2,0.419,0.419,1.3,1.8,0.726,NA,NA,4.9,1.1,NA,NA,NA,3.2,7.4
2 seasons,NA,LAL,NBA,,63,NA,12.6,2.3,5.2,0.436,NA,NA,NA,2.3,5.2,0.436,0.436,0.9,1.3,0.699,NA,NA,3.1,0.7,NA,NA,NA,2.2,5.4
1 season,NA,PHI,NBA,,39,NA,21.9,4.3,10.5,0.412,NA,NA,NA,4.3,10.5,0.412,0.412,2.1,2.9,0.741,NA,NA,4.8,1.2,NA,NA,NA,3.6,10.7
1 season,NA,DNR,ABA,,24,NA,14.3,2.3,5.3,0.422,0,0.1,0,2.3,5.3,0.429,0.422,0.8,1.3,0.594,1.1,1.9,3,0.8,NA,NA,1,3.2,5.3
