,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,SDR,NBA,,5,,,,,,4,7,,,,,,,,,12
1969-70,24,SDR,NBA,,10,,,,,,5,7,,,,,,,,,25
1970-71,25,SDR,NBA,,11,,,,,,8,9,,,17,6,,,,6,24
1971-72,26,LAL,NBA,,11,,,,,,5,6,,,,,,,,,27
1972-73,27,LAL,NBA,,2,,,,,,5,8,,,,,,,,,7
1972-73,27,PHI,NBA,,16,,,,,,7,8,,,,,,,,,35
1972-73,27,DNR,ABA,,6,,0,,,,3,6,,,,,,,,,13
1972-73,27,TOT,NBA,,16,,,,,,7,8,,,,,,,,,35
Career,,,TOT,,16,,,,,,8,9,,,,,,,,,35
,,,NBA,,16,,,,,,8,9,,,,,,,,,35
,,,ABA,,6,,0,,,,3,6,,,,,,,,,13
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,SDR,NBA,,11,,,,,,8,9,,,,,,,,,25
2 Seasons,,LAL,NBA,,11,,,,,,5,8,,,,,,,,,27
1 Season,,PHI,NBA,,16,,,,,,7,8,,,,,,,,,35
1 Season,,DNR,ABA,,6,,0,,,,3,6,,,,,,,,,13
