Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,23,SDR,NBA,SF,25,NA,142,7.4,20.3,0.363,NA,NA,NA,7.4,20.3,0.363,4.8,7.4,0.655,NA,NA,12.4,1.3,NA,NA,NA,9.6,19.5
1969-70,24,SDR,NBA,SF,70,NA,1025,6.5,15.2,0.426,NA,NA,NA,6.5,15.2,0.426,2.5,3.7,0.692,NA,NA,10.9,1.7,NA,NA,NA,7,15.5
1970-71,25,SDR,NBA,SF,82,NA,2080,5.6,13.3,0.42,NA,NA,NA,5.6,13.3,0.42,2.5,3.3,0.755,NA,NA,8.8,2.4,NA,NA,NA,5.8,13.6
1971-72,26,LAL,NBA,SF,58,NA,759,6.6,14.9,0.443,NA,NA,NA,6.6,14.9,0.443,2.4,3.5,0.699,NA,NA,8.5,2,NA,NA,NA,6.2,15.6
1972-73,27,TOT,TOT,SF,68,NA,1231,6.6,16,0.411,0,0.1,0,6.6,16,0.412,3.2,4.5,0.708,0.8,NA,8,2,NA,NA,0.7,6.6,16.3
1972-73,27,TOT,NBA,SF,44,NA,889,6.9,17,0.407,NA,NA,NA,6.9,17,0.407,3.6,4.9,0.738,NA,NA,8.1,2,NA,NA,NA,6.1,17.5
1972-73,27,LAL,NBA,SF,5,NA,35,3.1,12.3,0.25,NA,NA,NA,3.1,12.3,0.25,7.2,10.3,0.7,NA,NA,14.4,2.1,NA,NA,NA,10.3,13.4
1972-73,27,PHI,NBA,SF,39,NA,854,7.1,17.2,0.412,NA,NA,NA,7.1,17.2,0.412,3.5,4.7,0.741,NA,NA,7.8,2,NA,NA,NA,5.9,17.7
1972-73,27,DNR,ABA,SF,24,NA,342,5.7,13.5,0.422,0,0.2,0,5.7,13.3,0.429,2,3.4,0.594,2.8,4.7,7.6,2.1,NA,NA,2.6,8,13.4
Career,NA,,TOT,,303,NA,5237,6.2,14.7,0.42,0,0.2,0,6.2,14.7,0.421,2.7,3.8,0.717,2.8,4.7,9.1,2.1,NA,NA,2.6,6.4,15.1
,NA,,NBA,,279,NA,4895,6.2,14.8,0.42,NA,NA,NA,6.2,14.8,0.42,2.8,3.8,0.725,NA,NA,9.2,2.1,NA,NA,NA,6.3,15.2
,NA,,ABA,,24,NA,342,5.7,13.5,0.422,0,0.2,0,5.7,13.3,0.429,2,3.4,0.594,2.8,4.7,7.6,2.1,NA,NA,2.6,8,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SDR,NBA,,177,NA,3247,5.9,14.2,0.419,NA,NA,NA,5.9,14.2,0.419,2.6,3.6,0.726,NA,NA,9.6,2.1,NA,NA,NA,6.4,14.5
2 seasons,NA,LAL,NBA,,63,NA,794,6.4,14.8,0.436,NA,NA,NA,6.4,14.8,0.436,2.6,3.8,0.699,NA,NA,8.8,2,NA,NA,NA,6.3,15.5
1 season,NA,PHI,NBA,,39,NA,854,7.1,17.2,0.412,NA,NA,NA,7.1,17.2,0.412,3.5,4.7,0.741,NA,NA,7.8,2,NA,NA,NA,5.9,17.7
1 season,NA,DNR,ABA,,24,NA,342,5.7,13.5,0.422,0,0.2,0,5.7,13.3,0.429,2,3.4,0.594,2.8,4.7,7.6,2.1,NA,NA,2.6,8,13.4
