Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS,,ORtg,DRtg
1975-76,24,SEA,NBA,C,28,NA,279,4.3,12.6,0.342,2.9,4.6,0.621,4.8,6.9,11.7,2.1,1.1,1.8,6.2,11.5,NA,NA,99
Career,NA,,NBA,,28,NA,279,4.3,12.6,0.342,2.9,4.6,0.621,4.8,6.9,11.7,2.1,1.1,1.8,6.2,11.5,NA,NA,99
