Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1966-67,22,BOS,NBA,SG,48,383,10.4,0.415,0.294,NA,NA,NA,14.4,NA,NA,NA,-0.5,0.5,0,0.003,NA,NA,NA,NA,NA
1967-68,23,SDR,NBA,SG,47,1068,11.2,0.435,0.259,NA,NA,NA,17.1,NA,NA,NA,-0.6,0.8,0.3,0.012,NA,NA,NA,NA,NA
1968-69,24,SDR,NBA,SG,80,2346,14.7,0.473,0.284,NA,NA,NA,19.7,NA,NA,NA,1.6,3.2,4.8,0.098,NA,NA,NA,NA,NA
1969-70,25,SDR,NBA,SG,80,2105,16,0.513,0.367,NA,NA,NA,17.9,NA,NA,NA,2.6,2.7,5.4,0.122,NA,NA,NA,NA,NA
1970-71,26,POR,NBA,SG,78,2371,17,0.495,0.313,NA,NA,6.9,19.3,NA,NA,NA,2.7,2,4.7,0.094,NA,NA,NA,NA,NA
1971-72,27,GSW,NBA,PG,80,2200,14.1,0.475,0.319,NA,NA,5.1,19.7,NA,NA,NA,0.8,2.9,3.7,0.081,NA,NA,NA,NA,NA
1972-73,28,GSW,NBA,PG,82,2215,15.2,0.517,0.257,NA,NA,5.2,17.8,NA,NA,NA,3.3,2.8,6.1,0.132,NA,NA,NA,NA,NA
1973-74,29,GSW,NBA,SG,77,1689,16.4,0.517,0.299,4.3,8,6.2,16.8,1.5,0.3,NA,3.2,1,4.1,0.118,NA,0.9,-0.9,0.1,0.9
1974-75,30,TOT,NBA,SG,73,1776,13.2,0.508,0.365,3.3,7,5.1,14.7,1.2,0.5,NA,1.8,0.8,2.5,0.069,NA,-0.6,-1,-1.6,0.2
1974-75,30,NOJ,NBA,SG,45,1238,14.6,0.521,0.392,3.5,6.9,5.2,16.7,1.2,0.7,NA,1.5,0.5,2.1,0.08,NA,0.1,-1,-0.9,0.4
1974-75,30,NYK,NBA,SG,28,538,9.8,0.472,0.291,2.9,7.1,4.9,10.1,1,0,NA,0.2,0.2,0.5,0.042,NA,-2.2,-1,-3.2,-0.2
1975-76,31,NYK,NBA,SG,71,1026,12.5,0.496,0.307,4.7,4.1,4.4,12.4,1.1,0.2,NA,1.2,0.4,1.5,0.072,NA,-0.2,-1.1,-1.3,0.2
1976-77,32,PHI,NBA,SG,16,231,7.4,0.459,0.281,3.2,2.9,3,13,0.8,0,NA,0,0.1,0.1,0.014,NA,-3.4,-1.1,-4.4,-0.2
Career,NA,,NBA,,732,17410,14.6,0.492,0.309,4,6.5,5.6,17.6,1.2,0.3,NA,15.9,17.3,33.2,0.092,NA,-0.1,-1,-1.1,1.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,GSW,NBA,,239,6104,15.1,0.502,0.292,4.3,8,5.4,18.2,1.5,0.3,NA,7.3,6.6,13.9,0.109,NA,0.9,-0.9,0.1,0.9
3 seasons,NA,SDR,NBA,,207,5519,14.5,0.482,0.312,NA,NA,NA,18.5,NA,NA,NA,3.6,6.8,10.4,0.091,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,99,1564,11.6,0.488,0.302,4.1,5.1,4.6,11.6,1.1,0.1,NA,1.4,0.6,2,0.062,NA,-0.9,-1.1,-1.9,0
1 season,NA,POR,NBA,,78,2371,17,0.495,0.313,NA,NA,6.9,19.3,NA,NA,NA,2.7,2,4.7,0.094,NA,NA,NA,NA,NA
1 season,NA,BOS,NBA,,48,383,10.4,0.415,0.294,NA,NA,NA,14.4,NA,NA,NA,-0.5,0.5,0,0.003,NA,NA,NA,NA,NA
1 season,NA,NOJ,NBA,,45,1238,14.6,0.521,0.392,3.5,6.9,5.2,16.7,1.2,0.7,NA,1.5,0.5,2.1,0.08,NA,0.1,-1,-0.9,0.4
1 season,NA,PHI,NBA,,16,231,7.4,0.459,0.281,3.2,2.9,3,13,0.8,0,NA,0,0.1,0.1,0.014,NA,-3.4,-1.1,-4.4,-0.2
