Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,BOS,NBA,SG,5,NA,26,6,21,0.286,2,2,1,NA,NA,4,1,NA,NA,5,14
1968-69,24,SDR,NBA,SG,6,NA,51,9,23,0.391,7,8,0.875,NA,NA,3,7,NA,NA,5,25
1971-72,27,GSW,NBA,PG,5,NA,197,39,91,0.429,30,41,0.732,NA,NA,20,26,NA,NA,20,108
1972-73,28,GSW,NBA,PG,11,NA,336,60,147,0.408,23,27,0.852,NA,NA,39,39,NA,NA,28,143
1974-75,30,NYK,NBA,SG,3,NA,59,13,21,0.619,5,5,1,5,3,8,5,1,1,6,31
Career,NA,,NBA,,30,NA,669,127,303,0.419,67,83,0.807,5,3,74,78,1,1,64,321
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,16,NA,533,99,238,0.416,53,68,0.779,NA,NA,59,65,NA,NA,48,251
1 season,NA,SDR,NBA,,6,NA,51,9,23,0.391,7,8,0.875,NA,NA,3,7,NA,NA,5,25
1 season,NA,BOS,NBA,,5,NA,26,6,21,0.286,2,2,1,NA,NA,4,1,NA,NA,5,14
1 season,NA,NYK,NBA,,3,NA,59,13,21,0.619,5,5,1,5,3,8,5,1,1,6,31
