Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,BOS,NBA,SG,5,NA,26,8.3,29.1,0.286,2.8,2.8,1,NA,NA,5.5,1.4,NA,NA,6.9,19.4
1968-69,24,SDR,NBA,SG,6,NA,51,6.4,16.2,0.391,4.9,5.6,0.875,NA,NA,2.1,4.9,NA,NA,3.5,17.6
1971-72,27,GSW,NBA,PG,5,NA,197,7.1,16.6,0.429,5.5,7.5,0.732,NA,NA,3.7,4.8,NA,NA,3.7,19.7
1972-73,28,GSW,NBA,PG,11,NA,336,6.4,15.8,0.408,2.5,2.9,0.852,NA,NA,4.2,4.2,NA,NA,3,15.3
1974-75,30,NYK,NBA,SG,3,NA,59,7.9,12.8,0.619,3.1,3.1,1,3.1,1.8,4.9,3.1,0.6,0.6,3.7,18.9
Career,NA,,NBA,,30,NA,669,6.8,16.3,0.419,3.6,4.5,0.807,3.1,1.8,4,4.2,0.6,0.6,3.4,17.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,GSW,NBA,,16,NA,533,6.7,16.1,0.416,3.6,4.6,0.779,NA,NA,4,4.4,NA,NA,3.2,17
1 season,NA,SDR,NBA,,6,NA,51,6.4,16.2,0.391,4.9,5.6,0.875,NA,NA,2.1,4.9,NA,NA,3.5,17.6
1 season,NA,BOS,NBA,,5,NA,26,8.3,29.1,0.286,2.8,2.8,1,NA,NA,5.5,1.4,NA,NA,6.9,19.4
1 season,NA,NYK,NBA,,3,NA,59,7.9,12.8,0.619,3.1,3.1,1,3.1,1.8,4.9,3.1,0.6,0.6,3.7,18.9
