Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1966-67,22,BOS,NBA,SG,48,NA,383,7.3,19.8,0.37,3.9,5.8,0.677,NA,NA,5,3.9,NA,NA,5.7,18.6
1967-68,23,SDR,NBA,SG,47,NA,1068,6,15.4,0.393,2.8,4,0.712,NA,NA,5.2,4.5,NA,NA,3.4,14.9
1968-69,24,SDR,NBA,SG,80,NA,2346,7.1,16.8,0.425,3.6,4.8,0.752,NA,NA,5.6,5.2,NA,NA,3.7,17.8
1969-70,25,SDR,NBA,SG,80,NA,2105,7.7,17.1,0.451,4.9,6.3,0.79,NA,NA,5.2,4.9,NA,NA,3.8,20.3
1970-71,26,POR,NBA,SG,78,NA,2371,8.5,19.5,0.436,4.9,6.1,0.811,NA,NA,5.7,4.9,NA,NA,2.9,21.9
1971-72,27,GSW,NBA,PG,80,NA,2200,6.1,15,0.409,4,4.8,0.836,NA,NA,4.1,5.1,NA,NA,3.1,16.2
1972-73,28,GSW,NBA,PG,82,NA,2215,6.4,13.7,0.467,3,3.5,0.843,NA,NA,4.1,4.9,NA,NA,2.4,15.8
1973-74,29,GSW,NBA,SG,77,NA,1689,7.5,16.1,0.464,3.9,4.8,0.814,1.6,3.1,4.7,4.5,1.2,0.2,3.1,18.8
1974-75,30,TOT,NBA,SG,73,NA,1776,5.8,13.2,0.437,4,4.8,0.836,1.2,2.4,3.6,3.6,1,0.3,3.2,15.6
1974-75,30,NOJ,NBA,SG,45,NA,1238,6.3,14,0.448,4.5,5.5,0.83,1.3,2.4,3.7,4,1,0.5,3.2,17
1974-75,30,NYK,NBA,SG,28,NA,538,4.7,11.5,0.407,2.9,3.3,0.86,1,2.4,3.4,2.6,0.8,0,3.4,12.2
1975-76,31,NYK,NBA,SG,71,NA,1026,5.8,13,0.442,3.2,4,0.789,1.7,1.4,3.1,3.2,0.8,0.1,3,14.7
1976-77,32,PHI,NBA,SG,16,NA,231,4.4,10,0.438,1.6,2.8,0.556,1.1,1.1,2.2,3.6,0.6,0,4.4,10.3
Career,NA,,NBA,,732,NA,17410,6.9,15.8,0.435,3.9,4.9,0.797,1.5,2.4,4.7,4.6,1,0.2,3.3,17.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,GSW,NBA,,239,NA,6104,6.6,14.8,0.445,3.6,4.3,0.831,1.6,3.1,4.3,4.8,1.2,0.2,2.9,16.8
3 seasons,NA,SDR,NBA,,207,NA,5519,7.1,16.6,0.43,4,5.2,0.763,NA,NA,5.4,5,NA,NA,3.7,18.2
2 seasons,NA,NYK,NBA,,99,NA,1564,5.4,12.5,0.431,3.1,3.8,0.811,1.5,1.7,3.2,3,0.8,0.1,3.2,13.8
1 season,NA,POR,NBA,,78,NA,2371,8.5,19.5,0.436,4.9,6.1,0.811,NA,NA,5.7,4.9,NA,NA,2.9,21.9
1 season,NA,BOS,NBA,,48,NA,383,7.3,19.8,0.37,3.9,5.8,0.677,NA,NA,5,3.9,NA,NA,5.7,18.6
1 season,NA,NOJ,NBA,,45,NA,1238,6.3,14,0.448,4.5,5.5,0.83,1.3,2.4,3.7,4,1,0.5,3.2,17
1 season,NA,PHI,NBA,,16,NA,231,4.4,10,0.438,1.6,2.8,0.556,1.1,1.1,2.2,3.6,0.6,0,4.4,10.3
