Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,INA,ABA,PG,21,NA,288,5.7,16.6,0.346,0.1,0.9,0.143,5.6,15.8,0.357,3.1,5.4,0.581,NA,NA,2.6,4,2,2,14.7
Career,NA,,ABA,,21,NA,288,5.7,16.6,0.346,0.1,0.9,0.143,5.6,15.8,0.357,3.1,5.4,0.581,NA,NA,2.6,4,2,2,14.7
