Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1974-75,23,HOU,NBA,SG,47,NA,446,5.3,13.2,0.405,NA,NA,NA,5.3,13.2,0.405,2.1,4.3,0.488,2.4,6.2,8.6,6.2,1.8,1.7,NA,5.4,12.8,NA,NA,98
1975-76,24,HOU,NBA,SG,30,NA,262,4.9,13.5,0.364,NA,NA,NA,4.9,13.5,0.364,2.5,4.9,0.5,3.5,5.3,8.8,7.2,2.5,1.4,NA,5.8,12.3,NA,NA,100
1977-78,26,NOJ,NBA,SG,48,NA,449,5.8,13.7,0.424,NA,NA,NA,5.8,13.7,0.424,3.7,6.6,0.552,4.3,3.8,8.1,3.9,1.8,1.5,3.3,4.5,15.3,NA,95,102
1978-79,27,NOJ,NBA,SG,2,NA,9,9.8,34.4,0.286,NA,NA,NA,9.8,34.4,0.286,0,0,NA,9.8,0,9.8,9.8,0,0,4.9,4.9,19.6,NA,77,114
1979-80,28,WSB,NBA,SG,20,NA,180,4.2,9.1,0.457,0.3,0.3,1,3.9,8.8,0.441,1.3,3.4,0.385,1.6,5.7,7.3,6.8,1.8,1,2.9,4.7,9.9,NA,95,105
Career,NA,,NBA,,147,NA,1346,5.3,13,0.406,0.3,0.3,1,5.3,13,0.405,2.6,5.1,0.51,3.2,5.1,8.3,5.7,1.9,1.5,1.5,5.1,13.2,NA,95,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,77,NA,708,5.2,13.3,0.389,NA,NA,NA,5.2,13.3,0.389,2.2,4.5,0.493,2.8,5.8,8.6,6.5,2,1.6,NA,5.6,12.6,NA,NA,99
2 seasons,NA,NOJ,NBA,,50,NA,458,5.9,14.1,0.418,NA,NA,NA,5.9,14.1,0.418,3.6,6.5,0.552,4.5,3.7,8.1,4.1,1.7,1.5,3.3,4.5,15.4,NA,94,102
1 season,NA,WSB,NBA,,20,NA,180,4.2,9.1,0.457,0.3,0.3,1,3.9,8.8,0.441,1.3,3.4,0.385,1.6,5.7,7.3,6.8,1.8,1,2.9,4.7,9.9,NA,95,105
