Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,HOU,NBA,SF,64,NA,757,4.3,12.6,0.34,2.6,3.1,0.833,NA,NA,6.7,2.4,NA,NA,6,11.2
1972-73,24,TOT,NBA,SF,67,NA,735,3.9,10.9,0.36,2.3,3.1,0.746,NA,NA,4.6,3,NA,NA,5.6,10.1
1972-73,24,HOU,NBA,SF,1,NA,2,0,18,0,0,0,NA,NA,NA,0,18,NA,NA,18,0
1972-73,24,KCO,NBA,SF,66,NA,733,3.9,10.9,0.362,2.3,3.1,0.746,NA,NA,4.6,3,NA,NA,5.5,10.2
1973-74,25,SEA,NBA,SF,71,NA,1528,7.1,16.5,0.431,3.8,4.7,0.806,2.1,3.1,5.3,1.9,0.9,0.4,4.6,18
1974-75,26,WSB,NBA,SF,59,NA,424,6.3,16.1,0.389,4.1,5.4,0.75,2.2,3,5.2,1.6,1,0.3,5.1,16.6
1975-76,27,BUF,NBA,SF,72,NA,866,5.4,12.5,0.429,3.2,3.9,0.828,1.7,2.7,4.4,2,0.7,0.6,5.5,13.9
Career,NA,,NBA,,333,NA,4310,5.6,14,0.402,3.2,4.1,0.799,2,3,5.2,2.2,0.9,0.4,5.3,14.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BUF,NBA,,72,NA,866,5.4,12.5,0.429,3.2,3.9,0.828,1.7,2.7,4.4,2,0.7,0.6,5.5,13.9
1 season,NA,SEA,NBA,,71,NA,1528,7.1,16.5,0.431,3.8,4.7,0.806,2.1,3.1,5.3,1.9,0.9,0.4,4.6,18
1 season,NA,KCO,NBA,,66,NA,733,3.9,10.9,0.362,2.3,3.1,0.746,NA,NA,4.6,3,NA,NA,5.5,10.2
2 seasons,NA,HOU,NBA,,65,NA,759,4.3,12.6,0.338,2.6,3.1,0.833,NA,NA,6.6,2.5,NA,NA,6.1,11.1
1 season,NA,WSB,NBA,,59,NA,424,6.3,16.1,0.389,4.1,5.4,0.75,2.2,3,5.2,1.6,1,0.3,5.1,16.6
