Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1971-72,23,HOU,NBA,SF,64,757,6.9,0.4,0.249,NA,NA,8.4,8.5,NA,NA,NA,-1.1,1,-0.1,-0.006,NA,NA,NA,NA,NA
1972-73,24,TOT,NBA,SF,67,735,6.5,0.414,0.284,NA,NA,6.7,10.4,NA,NA,NA,-0.6,0.1,-0.6,-0.036,NA,NA,NA,NA,NA
1972-73,24,HOU,NBA,SF,1,2,-8.1,0,0,NA,NA,0,52.2,NA,NA,NA,0,0,0,-0.526,NA,NA,NA,NA,NA
1972-73,24,KCO,NBA,SF,66,733,6.6,0.416,0.285,NA,NA,6.7,10.3,NA,NA,NA,-0.6,0,-0.5,-0.035,NA,NA,NA,NA,NA
1973-74,25,SEA,NBA,SF,71,1528,12.4,0.486,0.287,5.5,8.8,7.1,7.3,1.1,0.6,NA,1.3,0.8,2.1,0.065,NA,-1.4,-1.4,-2.8,-0.3
1974-75,26,WSB,NBA,SF,59,424,11,0.449,0.337,6.1,8.3,7.2,6.2,1.3,0.4,NA,-0.1,0.6,0.4,0.05,NA,-3.3,-1,-4.3,-0.2
1975-76,27,BUF,NBA,SF,72,866,9.8,0.49,0.309,5.2,7.5,6.4,7.7,0.8,0.8,NA,0.2,0.5,0.7,0.039,NA,-2.9,-1.4,-4.3,-0.5
Career,NA,,NBA,,333,4310,9.8,0.459,0.29,5.5,8.3,7.1,8,1,0.6,NA,-0.3,2.9,2.6,0.029,NA,-2.1,-1.3,-3.5,-1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BUF,NBA,,72,866,9.8,0.49,0.309,5.2,7.5,6.4,7.7,0.8,0.8,NA,0.2,0.5,0.7,0.039,NA,-2.9,-1.4,-4.3,-0.5
1 season,NA,SEA,NBA,,71,1528,12.4,0.486,0.287,5.5,8.8,7.1,7.3,1.1,0.6,NA,1.3,0.8,2.1,0.065,NA,-1.4,-1.4,-2.8,-0.3
1 season,NA,KCO,NBA,,66,733,6.6,0.416,0.285,NA,NA,6.7,10.3,NA,NA,NA,-0.6,0,-0.5,-0.035,NA,NA,NA,NA,NA
2 seasons,NA,HOU,NBA,,65,759,6.8,0.398,0.248,NA,NA,8.3,8.6,NA,NA,NA,-1.1,1,-0.1,-0.007,NA,NA,NA,NA,NA
1 season,NA,WSB,NBA,,59,424,11,0.449,0.337,6.1,8.3,7.2,6.2,1.3,0.4,NA,-0.1,0.6,0.4,0.05,NA,-3.3,-1,-4.3,-0.2
