Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1971-72,23,HOU,NBA,SF,64,NA,757,90,265,0.34,55,66,0.833,NA,NA,140,51,NA,NA,127,235
1972-73,24,TOT,NBA,SF,67,NA,735,80,222,0.36,47,63,0.746,NA,NA,94,62,NA,NA,114,207
1972-73,24,HOU,NBA,SF,1,NA,2,0,1,0,0,0,NA,NA,NA,0,1,NA,NA,1,0
1972-73,24,KCO,NBA,SF,66,NA,733,80,221,0.362,47,63,0.746,NA,NA,94,61,NA,NA,113,207
1973-74,25,SEA,NBA,SF,71,NA,1528,302,700,0.431,162,201,0.806,91,132,223,79,39,18,195,766
1974-75,26,WSB,NBA,SF,59,NA,424,74,190,0.389,48,64,0.75,26,35,61,19,12,3,60,196
1975-76,27,BUF,NBA,SF,72,NA,866,129,301,0.429,77,93,0.828,42,64,106,49,16,14,133,335
Career,NA,,NBA,,333,NA,4310,675,1678,0.402,389,487,0.799,159,231,624,260,67,35,629,1739
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BUF,NBA,,72,NA,866,129,301,0.429,77,93,0.828,42,64,106,49,16,14,133,335
1 season,NA,SEA,NBA,,71,NA,1528,302,700,0.431,162,201,0.806,91,132,223,79,39,18,195,766
1 season,NA,KCO,NBA,,66,NA,733,80,221,0.362,47,63,0.746,NA,NA,94,61,NA,NA,113,207
2 seasons,NA,HOU,NBA,,65,NA,759,90,266,0.338,55,66,0.833,NA,NA,140,52,NA,NA,128,235
1 season,NA,WSB,NBA,,59,NA,424,74,190,0.389,48,64,0.75,26,35,61,19,12,3,60,196
