Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bill Martin,,0.6,-0.1,-0.2
Marcus Haislip,51.1,0.6,0,-0.2
Joby Wright,33.8,0.6,0,-0.1
Samardo Samuels,30.5,0.7,0,-0.1
Linton Townes,29.6,0.7,0,-0.1
Mel Bennett,21.0,0.7,0.1,-0.1
Okaro White,13.1,0.6,0.2,0
Alton Ford,10.2,0.8,0.1,-0.1
Ron Grandison,7.4,0.6,0,0
Brian Quinnett,4.8,0.8,0.1,-0.1
Scott English,4.7,1,0,-0.2
